Ticker,Company Name,Industry,Market Price,Market Cap,Market Currency,EBIT/Market Cap,ROIC,D/P,Total Debt/Common Equity,Combined_rank
PNRG,PrimeEnergy Resources Corporati,Oil & Gas E&P,177.14,296261344.0,USD,0.23228477624134453,0.33256977165639723,0.0,0.04071947763952199,554.0
NTES,"NetEase, Inc.",Electronic Gaming & Multimedia,102.07,64630521856.0,USD,0.45774023093786237,0.19602606580363485,0.03697462525717645,0.09241951900905995,564.0
GMAB,Genmab A/S,Biotechnology,20.27,12630663168.0,USD,0.5544443634394606,0.19083303812300734,0.0,0.028040439272965092,581.0
QSG,QuantaSing Group Limited,Education & Training Services,4.66,218763696.0,USD,1.7869372622046027,0.7568811424942495,0.0,0.1279574972312792,590.0
MNDO,MIND C.T.I. Ltd.,Software - Application,1.6699,34009684.0,USD,0.1286986377174219,0.1801531116233125,0.13174441583328345,0.03395620678300955,596.0
SBC,SBC Medical Group Holdings Inco,Consulting Services,3.93,416517120.0,USD,0.20494397685262014,0.42313159696063035,0.0,0.06260158768458007,621.0
PLAB,"Photronics, Inc.",Semiconductor Equipment & Materials,17.68,1123770880.0,USD,0.1971202528401519,0.1976314700088503,0.0,0.020483305735575413,644.0
GMHS,Gamehaus Holdings Inc.,Electronic Gaming & Multimedia,1.26,63747556.0,USD,0.13095493417818246,0.24546226494788975,0.0,0.020226740543599936,651.0
NISN,NiSun Intl Enterprise Developme,Specialty Business Services,5.66,26331452.0,USD,1.0066960986427942,0.13203005238861262,0.0,0.02251532907347346,668.0
CVAC,CureVac N.V.,Biotechnology,3.19,718247680.0,USD,0.24738262990282125,0.2550674123753962,0.0,0.0559353323533465,677.0
ORIS,Oriental Rise Holdings Limited,Packaged Foods,0.8465,20669752.0,USD,0.5540463185044504,0.1742332035053554,0.0,0.04603280352780686,688.0
NVEC,NVE Corporation,Semiconductors,57.32,277266592.0,USD,0.06679082707519267,0.28243531876738953,0.06978367062107467,0.005416425691006554,690.0
JDZG,JIADE LIMITED,Information Technology Services,0.509,12488570.0,USD,0.9264092686352401,0.5595738339736048,0.0,0.17835537614443048,695.0
DLO,DLocal Limited,Software - Infrastructure,8.93,2552229888.0,USD,0.0691634404996044,0.38793181123923426,0.0,0.008696110814428028,705.0
WEYS,"Weyco Group, Inc.",Footwear & Accessories,29.43,283670464.0,USD,0.12907230271248823,0.1490889101533074,0.03533809038396195,0.0450638271881426,712.0
WETH,Wetouch Technology Inc.,Real Estate Services,1.21,14437115.0,USD,0.8762335134131716,0.11035818085192108,0.0,0.015132020629360752,718.0
SHOO,"Steven Madden, Ltd.",Footwear & Accessories,20.51,1488535808.0,USD,0.15988597568221885,0.28074869148857107,0.040955631399317405,0.1804701793872734,718.0
NSSC,"NAPCO Security Technologies, In",Security & Protection Services,21.77,792458496.0,USD,0.06791270491975393,0.3008457758721889,0.020670647680293985,0.0308124032221098,719.0
GLE,Global Engine Group Holding Lim,Information Technology Services,1.76,33855008.0,USD,0.08469125158676671,0.20257203376748106,0.0,0.0,725.0
DMLP,"Dorchester Minerals, L.P.",Oil & Gas E&P,29.2,1397625856.0,USD,0.06614717351079115,0.2555336274282176,0.11023972602739726,0.0028746116510221455,726.0
CPRX,"Catalyst Pharmaceuticals, Inc.",Biotechnology,22.6,2756273408.0,USD,0.07079268676092093,0.26816302746443255,0.0,0.0043813356202036195,754.0
CHA,Chagee Holdings Limited,Restaurants,31.03,6026212352.0,USD,0.4790071825202087,1.0876798528960154,0.0,0.2065092759537361,769.0
OSPN,OneSpan Inc.,Software - Infrastructure,14.37,548586240.0,USD,0.08977439900789345,0.2317272855596857,0.008350730688935283,0.03261657177810191,785.0
STFS,Star Fashion Culture Holdings L,Advertising Agencies,1.13,13122012.0,USD,1.147440118176999,0.5420391747057843,0.0,0.23840183222270822,787.0
ACLS,"Axcelis Technologies, Inc.",Semiconductor Equipment & Materials,45.1,1451353984.0,USD,0.1452395503259941,0.20813199182456382,0.0,0.043122463689412416,795.0
CRCT,"Cricut, Inc.",Computer Hardware,4.29,901950976.0,USD,0.08438374371247423,0.16305989574964488,0.046620046620046623,0.032584127637056225,804.0
OFLX,"Omega Flex, Inc.",Specialty Industrial Machinery,31.49,317869504.0,USD,0.06786118117200698,0.25953509637365546,0.04287075261987933,0.06350314026517795,811.0
SEIC,SEI Investments Company,Asset Management,71.9,9041065984.0,USD,0.0610261003488325,0.24498825990892104,0.013212795549374129,0.014268828548491371,812.0
ASTL,Algoma Steel Group Inc.,Steel,4.85,508566144.0,USD,0.328964092426884,0.10162181862358015,0.05938144329896907,0.0972444089456869,821.0
INMD,InMode Ltd.,Medical Devices,15.63,1060789376.0,USD,0.10608232185010118,0.15988764060908225,0.0,0.011113747543736759,825.0
ALAR,Alarum Technologies Ltd.,Software - Infrastructure,7.2,56668824.0,USD,0.12541287251699454,0.2601295706599319,0.0,0.06033926606200903,829.0
ESEA,Euroseas Ltd.,Marine Shipping,28.22,200243760.0,USD,0.5599231256944036,0.2827224452043531,0.08681785967399008,0.4876725502257789,833.0
NAMI,Jinxin Technology Holding Compa,Internet Content & Information,3.54,245438112.0,USD,0.11561774073620644,0.21502614230506933,0.0,0.04176706827309237,842.0
ODFL,"Old Dominion Freight Line, Inc.",Trucking,152.07,32678778880.0,USD,0.0472477262895816,0.35868767532218626,0.006838955744065234,0.014132584835088823,851.0
WILC,"G. Willi-Food International,  L",Food Distribution,14.95,207311648.0,USD,0.2646932795594775,0.08952589160439847,0.0,0.00766796097497308,857.0
STEC,Santech Holdings Limited,Software - Application,0.955,33320044.0,USD,7.053021898770602,0.21139597244198252,0.0,0.16559817431282614,858.0
ALKS,Alkermes plc,Drug Manufacturers - Specialty & Generic,27.11,4468704256.0,USD,0.0941292992113372,0.2871280573005583,0.0,0.051562584259002016,861.0
LEGH,Legacy Housing Corporation,Residential Construction,24.57,601807744.0,USD,0.10569820783163601,0.12877665217144846,0.0,0.0028261626541635286,870.0
SRTS,"Sensus Healthcare, Inc.",Medical Devices,4.63,76373704.0,USD,0.10592651104102532,0.14491196016264532,0.0,0.010783312733981766,871.0
EPSM,Epsium Enterprise Limited,Beverages - Wineries & Distilleries,5.41,71685200.0,USD,0.060441541629234485,0.5563894075048217,0.0,0.03324752253255851,876.0
UTHR,United Therapeutics Corporation,Drug Manufacturers - Specialty & Generic,292.82,13151191040.0,USD,0.11011169981452874,0.21472419928825623,0.0,0.04655493482309125,879.0
LOGI,Logitech International S.A. - R,Computer Hardware,72.3,10803572736.0,USD,0.05528041645056038,0.267376356130518,0.017704011065006915,0.03448476553878333,884.0
CHRD,Chord Energy Corporation,Oil & Gas E&P,94.29,5705327616.0,USD,0.18981889786011547,0.1134619861450066,0.08696574398133416,0.11999822574866167,887.0
PRDO,Perdoceo Education Corporation,Education & Training Services,24.88,1656032640.0,USD,0.12827343789552362,0.20907231633524798,0.02009646302250804,0.1370839655833653,898.0
CLMB,"Climb Global Solutions, Inc.",Electronics & Computer Distribution,106.39,493555968.0,USD,0.06139729223170897,0.33176408762959964,0.006391578155841715,0.03411047820903431,901.0
DDI,"DoubleDown Interactive Co., Ltd",Electronic Gaming & Multimedia,9.85,488101024.0,USD,0.24214454424090698,0.15419348189393237,0.0,0.06369781224707413,903.0
CCLD,"CareCloud, Inc.",Health Information Services,1.41,62305360.0,USD,0.155957689675495,0.1939366118473575,0.0,0.06972351711943417,921.0
COCO,"The Vita Coco Company, Inc.",Beverages - Non-Alcoholic,31.29,1805892992.0,USD,0.04087728360817516,0.2852065062009813,0.0,0.0016807242182700517,928.0
CGTL,Creative Global Technology Hold,Specialty Retail,6.06,129911248.0,USD,0.039915958624306344,0.38524879541308993,0.0,0.009426743226111676,931.0
HTCR,"Heartcore Enterprises, Inc.",Software - Application,0.5488,13061989.0,USD,0.5526976787379012,1.130636655974739,0.0728862973760933,0.8119033922230959,939.0
IOSP,Innospec Inc.,Specialty Chemicals,88.44,2221568768.0,USD,0.08151897101210959,0.1495211360634082,0.01752600633197648,0.037070673712021135,950.0
MCRI,"Monarch Casino & Resort, Inc.",Resorts & Casinos,76.03,1454218240.0,USD,0.06361012223309756,0.17866413776586293,0.015783243456530316,0.0271637939692669,955.0
CHR,"Cheer Holding, Inc.",Advertising Agencies,1.0699,14731454.0,USD,1.737235170404768,0.080999389149652,0.0,0.03711232716816452,957.0
USLM,"United States Lime & Minerals, ",Building Materials,88.39,2529792512.0,USD,0.04938072960823121,0.2509799273115938,0.002375834370403892,0.010123739053041642,959.0
APOG,"Apogee Enterprises, Inc.",Building Products & Equipment,45.61,1024925120.0,USD,0.13057831971178538,0.2510820317996342,0.021925016443762334,0.22545087840348177,959.0
RGP,"Resources Connection, Inc.",Consulting Services,5.46,180558384.0,USD,0.1593722726273403,0.06871667267643035,0.10256410256410257,0.031810355738209915,963.0
JD,"JD.com, Inc.",Internet Retail,33.67,48739004416.0,USD,0.8118754265528245,0.1304205957093371,0.21678051678051677,0.3750537921929249,976.0
IESC,"IES Holdings, Inc.",Engineering & Construction,177.52,3551571712.0,USD,0.08444317736473739,0.49075375585202735,0.0,0.1021513206231908,987.0
ARLP,"Alliance Resource Partners, L.P",Thermal Coal,26.975,3494584320.0,USD,0.12169086822892858,0.18442157467755638,0.10379981464318813,0.26561112908655693,987.0
IRMD,iRadimed Corporation,Medical Devices,52.09,662329536.0,USD,0.033162837841494056,0.25299518228526563,0.009022845075830293,0.00178173481315489,987.0
SAMG,Silvercrest Asset Management Gr,Asset Management,15.18,144968096.0,USD,0.12159227089524581,0.21843439037386767,0.05204216073781291,0.2792173191072778,992.0
NXT,Nextracker Inc.,Solar,40.36,5945391104.0,USD,0.09875178768390742,0.531338123766946,0.0,0.14980754682819067,994.0
UTMD,"Utah Medical Products, Inc.",Medical Instruments & Supplies,53.59,175872736.0,USD,0.07729452733367383,0.11576553944152537,0.022485538346706475,0.002401491990768733,1000.0
MOMO,Hello Group Inc.,Internet Content & Information,5.57,913998016.0,USD,2.5219048177890135,0.16489699911006314,0.0,0.19362641888584187,1008.0
SIEB,Siebert Financial Corp.,Capital Markets,3.55,143536800.0,USD,0.12352233016202117,0.20076092125823766,0.0,0.08207073710249031,1008.0
VINP,Vinci Partners Investments Ltd.,Asset Management,9.31,605238464.0,USD,0.5163568057697007,0.1565725668474114,0.4317937701396347,0.5003248943005707,1027.0
CTSH,Cognizant Technology Solutions ,Information Technology Services,69.73,34489573376.0,USD,0.08773666078762458,0.19757116740663358,0.017352645919977053,0.10272071071626875,1028.0
EHLD,Euroholdings Ltd.,,4.59,12939302.0,USD,0.20330795277828742,1.3909578799318973,0.0,0.3342846734668014,1028.0
HDSN,"Hudson Technologies, Inc.",Specialty Chemicals,5.28,240817120.0,USD,0.12167324316477167,0.11918242830994509,0.0,0.027976408379092942,1031.0
LX,LexinFintech Holdings Ltd.,Credit Services,7.34,1235057792.0,USD,1.8510915155620506,0.14317894002849668,0.18092643051771118,0.4904265416611499,1033.0
HUT,Hut 8 Corp.,Capital Markets,11.79,1224462208.0,USD,0.37924976121435344,0.3635745121956948,0.0,0.3539059804293983,1035.0
SPOK,"Spok Holdings, Inc.",Health Information Services,15.37,319966496.0,USD,0.06272219201350382,0.1296899435203495,0.08132726089785297,0.0566929032091298,1042.0
GIII,"G-III Apparel Group, LTD.",Apparel Manufacturing,24.71,1084353792.0,USD,0.27783367589311664,0.17872736764670985,0.0,0.16533917323268318,1047.0
PAYO,Payoneer Global Inc.,Software - Infrastructure,6.29,2288673024.0,USD,0.06511677222442763,0.2056195587687468,0.0,0.029498199478469624,1048.0
RMR,The RMR Group Inc.,Real Estate Services,14.66,246943296.0,USD,0.23902653344353192,0.1822735245435905,0.12278308321964529,0.48115955449670417,1059.0
TRMD,TORM plc,Oil & Gas Midstream,15.38,1514547072.0,USD,0.40111001581336125,0.18407417507499318,0.33159947984395316,0.5912729026036644,1059.0
LSE,"Leishen Energy Holding Co., Ltd",Oil & Gas Equipment & Services,5.06,91764616.0,USD,0.08229635048001509,0.18435046457243817,0.0,0.046480608341624235,1060.0
JVA,"Coffee Holding Co., Inc.",Packaged Foods,3.37,19237982.0,USD,0.15404723842656678,0.11320983344250442,0.0,0.044810581518137264,1060.0
ROCK,"Gibraltar Industries, Inc.",Building Products & Equipment,51.22,1536543744.0,USD,0.1004351490822249,0.14724999379791115,0.0,0.04446229797888236,1060.0
BZ,KANZHUN LIMITED - American Depo,Internet Content & Information,13.88,6289361408.0,USD,0.1864968355146558,0.07889397526973665,0.0,0.020321481181844455,1062.0
GEOS,Geospace Technologies Corporati,Oil & Gas Equipment & Services,6.09,78449552.0,USD,0.1245131393484567,0.0725576420251961,0.0,0.0038031851675778463,1063.0
STNE,StoneCo Ltd.,Software - Infrastructure,13.12,3376733696.0,USD,1.627052203289886,0.27514918649246817,0.0,0.37745262977060184,1064.0
HCKT,"The Hackett Group, Inc.",Information Technology Services,25.64,714953408.0,USD,0.06250756972403998,0.348302522056302,0.0171606864274571,0.13563604270856766,1064.0
RAVE,"Rave Restaurant Group, Inc.",Restaurants,2.28,33542448.0,USD,0.08762031918481322,0.23138088490001574,0.0,0.07534246575342465,1066.0
JBSS,"John B. Sanfilippo & Son, Inc.",Packaged Foods,68.65,796628352.0,USD,0.10074961529865309,0.22886962472909775,0.012381646030589947,0.16410993977304075,1072.0
LWAY,"Lifeway Foods, Inc.",Packaged Foods,23.5,360621600.0,USD,0.03841145400053685,0.19262699726050256,0.0,0.0016270111665809125,1085.0
PSHG,Performance Shipping Inc.,Marine Shipping,1.36,17405008.0,USD,2.4024694501720423,0.1295837762289773,0.0,0.17261688490996555,1085.0
ATAT,Atour Lifestyle Holdings Limite,Lodging,23.82,3294020096.0,USD,0.2805186286270914,0.43177786874061946,0.13790931989924435,0.9433437391807232,1093.0
GOOGL,Alphabet Inc.,Internet Content & Information,151.47,1859779035136.0,USD,0.06043191039186075,0.3345269029398721,0.0052815739090248896,0.07832129541903016,1093.0
GOOG,Alphabet Inc.,Internet Content & Information,153.9,1859773661184.0,USD,0.060432085014285236,0.3345269029398721,0.005198180636777128,0.07832129541903016,1095.0
IPAR,"Interparfums, Inc.",Household & Personal Products,105.76,3397423616.0,USD,0.08206247778081024,0.3061987451168175,0.028366111951588502,0.25802320133284823,1096.0
XPEL,"XPEL, Inc.",Auto Parts,26.0,718957184.0,USD,0.08226776408426568,0.2620056966427018,0.0,0.09351755339202945,1099.0
OPRA,Opera Limited,Internet Content & Information,14.32,1281652864.0,USD,0.07207489843365263,0.09826082331666844,0.0558659217877095,0.010196787575789809,1101.0
GSM,Ferroglobe PLC,Other Industrial Metals & Mining,3.63,682022528.0,USD,0.32583967666241076,0.21747554953604303,0.014325068870523415,0.4039617090050143,1104.0
ABLV,Able View Global Inc.,Advertising Agencies,1.0681,61347816.0,USD,0.21713928658845819,0.9315335461337397,0.0,0.4073701386499975,1106.0
TER,"Teradyne, Inc.",Semiconductor Equipment & Materials,71.29,11465784320.0,USD,0.04816417129325524,0.1958788264012196,0.006733062140552672,0.027177371356091277,1107.0
EXEL,"Exelixis, Inc.",Biotechnology,36.48,10053304320.0,USD,0.06862907736985724,0.3074360920112842,0.0,0.08502929547817198,1111.0
DAKT,"Daktronics, Inc.",Electronic Components,12.18,619186176.0,USD,0.14069274053043457,0.2968588135870454,0.0,0.23722737780160139,1111.0
OLED,Universal Display Corporation,Electronic Components,116.08,5510213120.0,USD,0.0433382511346494,0.14772632372072653,0.013783597518952447,0.011837134392767687,1112.0
CDTG,CDT Environmental Technology In,Waste Management,2.27,26638676.0,USD,0.32327030817898006,0.21310999615255902,0.0,0.27367150905512694,1115.0
KEQU,Kewaunee Scientific Corporation,"Furnishings, Fixtures & Appliances",32.2,95453360.0,USD,0.14775802549014513,0.24376501495013742,0.0,0.20091307523739957,1116.0
WYHG,Wing Yip Food Holdings Group Li,Packaged Foods,7.08,356342784.0,USD,68.13107516160619,0.11367511680920098,0.0,0.17017692443151608,1132.0
TOUR,Tuniu Corporation,Travel Services,0.8702,100965824.0,USD,0.6265486428358173,0.04972351806073563,0.30222937255803267,0.18167650850321723,1135.0
CRNT,Ceragon Networks Ltd.,Communication Equipment,2.07,187747968.0,USD,0.2226548731542064,0.21826393421224383,0.0,0.24714865474222156,1136.0
SJ,Scienjoy Holding Corporation,Broadcasting,0.9,36205020.0,USD,0.6299678884309413,0.01982332143192382,0.0,0.011100642815175862,1141.0
CNXN,"PC Connection, Inc.",Electronics & Computer Distribution,59.92,1581726208.0,USD,0.06163772181740318,0.10701983556350783,0.006675567423230975,0.003685002030757747,1142.0
OPXS,"Optex Systems Holdings, Inc.",Aerospace & Defense,5.82,40139028.0,USD,0.12010754221552151,0.24338651050080776,0.0,0.180667800935772,1148.0
BRY,Berry Corporation (bry),Oil & Gas E&P,2.45,190110688.0,USD,0.8058831495049873,0.13737223934315398,0.14285714285714285,0.5908126618452965,1152.0
MKTX,"MarketAxess Holdings, Inc.",Capital Markets,222.41,8487010304.0,USD,0.04016373113619823,0.2454668529373641,0.013308754102783149,0.05231950225397145,1153.0
LANC,Lancaster Colony Corporation,Packaged Foods,191.11,5269284864.0,USD,0.040657699389850255,0.23141443033489886,0.019098948249699123,0.06229071520849626,1154.0
FUTU,Futu Holdings Limited,Capital Markets,85.34,11881716736.0,USD,0.5573019578843459,0.18247561139709512,0.0,0.3053845061702193,1155.0
ODD,ODDITY Tech Ltd.,Software - Infrastructure,41.53,2341997056.0,USD,0.04935958382349051,0.409487644525051,0.0,0.08044519383359783,1166.0
CART,Maplebear Inc.,Internet Retail,42.35,11436828672.0,USD,0.04275660797448029,0.15809893307468478,0.0,0.008406078241189783,1174.0
BBSI,"Barrett Business Services, Inc.",Staffing & Employment Services,40.11,1052442304.0,USD,0.056802163665211236,0.2700086719300464,0.007728745948641236,0.0968636519665408,1182.0
EVER,"EverQuote, Inc.",Internet Content & Information,22.59,814864256.0,USD,0.038964772066281426,0.23455321789492348,0.0,0.02680101648838721,1182.0
FSLR,"First Solar, Inc.",Solar,135.35,14514934784.0,USD,0.09602075522491028,0.16230084816570411,0.0,0.09010279687679605,1194.0
HCSG,"Healthcare Services Group, Inc.",Medical Care Facilities,9.41,694160640.0,USD,0.07674160263537846,0.1065575574033809,0.0,0.016068345978512862,1195.0
ALGN,"Align Technology, Inc.",Medical Instruments & Supplies,173.87,12729074688.0,USD,0.052773985263303375,0.17439424089138458,0.0,0.03096507385153369,1204.0
SMLR,"Semler Scientific, Inc.",Medical Devices,33.28,319371168.0,USD,0.06554442635222475,0.0907172264355363,0.0,0.00030335861321776817,1207.0
FIZZ,National Beverage Corp.,Beverages - Non-Alcoholic,44.72,4186695424.0,USD,0.05219152048830768,0.39064148082994554,0.0,0.09790976147825559,1209.0
VIRC,Virco Manufacturing Corporation,"Furnishings, Fixtures & Appliances",9.6,167627520.0,USD,0.16619586091830268,0.24566802761880407,0.009375,0.3827026037614973,1216.0
CHCI,"Comstock Holding Companies, Inc",Real Estate - Diversified,11.03,114992160.0,USD,0.08945827263354302,0.1964330042582444,0.0,0.11978460539632226,1218.0
FAST,Fastenal Company,Industrial Distribution,81.44,46795993088.0,USD,0.0322677199554338,0.395671199853261,0.01964636542239686,0.13422558969112075,1226.0
DCBO,Docebo Inc.,Software - Application,29.47,892322112.0,USD,0.021188536903588465,0.32733159051955474,0.0,0.025882515884420285,1228.0
MPWR,"Monolithic Power Systems, Inc.",Semiconductors,511.82,24498776064.0,USD,0.022015712074390754,0.17145516498837962,0.009769059434957603,0.004124272395253686,1230.0
MTEN,Mingteng International Corporat,Metal Fabrication,6.9,47193240.0,USD,0.039663858637381116,0.24116521025262574,0.0,0.04228727014949003,1231.0
MDXG,"MiMedx Group, Inc",Biotechnology,6.68,984404864.0,USD,0.06025061655932655,0.2798520314999269,0.0,0.09751070649950545,1231.0
STRA,"Strategic Education, Inc.",Education & Training Services,78.73,1941025280.0,USD,0.08102728059265668,0.09460216216671409,0.030483932427283117,0.07532395508207824,1235.0
GTEC,Greenland Technologies Holding ,Auto Parts,1.42,19848050.0,USD,0.6789239748992975,0.16870730725709304,0.0,0.3546200247453411,1236.0
PAYX,"Paychex, Inc.",Software - Application,143.29,52191662080.0,USD,0.041656079024030956,0.4707576380919386,0.0273571079628725,0.22791370691923177,1237.0
SAGT,SAGTEC GLOBAL LIMITED,Software - Application,2.76,34638000.0,USD,0.15704376696114095,0.39304867238605184,0.0,0.42405128790943425,1240.0
EDHL,Everbright Digital Holding Limi,Advertising Agencies,3.93,108808336.0,USD,0.0099441370006798,0.8046698897934567,0.0,0.033333407701741036,1243.0
MBUU,"Malibu Boats, Inc.",Recreational Vehicles,27.92,548217600.0,USD,0.07511068597578771,0.07769113354678883,0.0,0.004107477420194751,1244.0
CPRT,"Copart, Inc.",Specialty Business Services,60.41,58361675776.0,USD,0.026935878367057808,0.20893417088305694,0.0,0.015780545775384965,1245.0
TCOM,Trip.com Group Limited,Travel Services,56.87,37264519168.0,USD,0.4015616016011813,0.0821669586035351,0.038508879901529805,0.28286215363030515,1246.0
CRUS,"Cirrus Logic, Inc.",Semiconductors,86.74,4609788416.0,USD,0.07493294026274025,0.1901058549906605,0.0,0.08542366762171343,1246.0
JAKK,"JAKKS Pacific, Inc.",Leisure,18.7,210051504.0,USD,0.1889250933428213,0.16512089475852254,0.0,0.2351903400698198,1247.0
SWBI,"Smith & Wesson Brands, Inc.",Aerospace & Defense,9.645,424406048.0,USD,0.10550980649550028,0.10222582412565062,0.052877138413685854,0.19538627687361865,1252.0
APA,APA Corporation,Oil & Gas E&P,15.86,5826408448.0,USD,0.5490517921204278,0.282497350759449,0.06305170239596469,1.1670454545454545,1253.0
CIIT,"Tianci International, Inc.",Electronics & Computer Distribution,2.75,46210448.0,USD,0.0036420984276110025,0.2268775705255836,0.0,0.0,1259.0
DOX,Amdocs Limited,Software - Infrastructure,83.91,9534274560.0,USD,0.07968052474461151,0.1851441790163789,0.022833988797521153,0.2284470589324311,1259.0
MIMI,Mint Incorporation Limited,Engineering & Construction,4.1,90899456.0,USD,0.009799717613271525,0.7437372674748689,0.0,0.0352169121330528,1259.0
JKHY,"Jack Henry & Associates, Inc.",Information Technology Services,172.68,12587973632.0,USD,0.038877663260742365,0.24563332804648147,0.012740328932128793,0.0814171358102959,1261.0
MEDP,"Medpace Holdings, Inc.",Diagnostics & Research,282.28,8422162432.0,USD,0.05305881994179046,0.5413030180062868,0.0,0.15290989588695952,1263.0
CVCO,"Cavco Industries, Inc.",Residential Construction,480.49,3986067968.0,USD,0.04490189365481487,0.173195369509324,0.0,0.034011637189849925,1269.0
CRWS,"Crown Crafts, Inc.","Furnishings, Fixtures & Appliances",2.9,30141730.0,USD,0.2287526296599432,0.11546899335153149,0.11034482758620691,0.4619484118524835,1269.0
QLYS,"Qualys, Inc.",Software - Infrastructure,119.5,4359085056.0,USD,0.042943874137609854,0.392349030424467,0.0,0.09897173852899505,1270.0
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,173.36,5007312896.0,USD,0.05537820498924939,0.35376020758994353,0.0,0.13844177415918546,1277.0
HGBL,Heritage Global Inc.,Capital Markets,1.98,70990128.0,USD,0.08984347795513202,0.09724043299283427,0.0,0.041598282076846384,1278.0
HSII,Heidrick & Struggles Internatio,Staffing & Employment Services,38.03,784376320.0,USD,0.09427235131218648,0.1632999644447978,0.015777018143570864,0.222617525402094,1281.0
CORT,Corcept Therapeutics Incorporat,Biotechnology,64.68,6823933952.0,USD,0.020069215347528615,0.20152033067044933,0.0,0.01020616872845205,1283.0
SPNS,Sapiens International Corporati,Software - Application,26.36,1473186688.0,USD,0.0582743522591483,0.1653431994715119,0.022382397572078907,0.13290897756390876,1286.0
SWKS,"Skyworks Solutions, Inc.",Semiconductors,57.8,8876635136.0,USD,0.0887047837312393,0.10740690219615333,0.04775086505190311,0.18943614184039012,1287.0
ZEO,Zeo Energy Corporation,Solar,1.54,209512384.0,USD,0.04126613346159051,0.26745215876483874,0.0,0.06731498166348562,1289.0
MNST,Monster Beverage Corporation,Beverages - Non-Alcoholic,59.28,57688862720.0,USD,0.03346042735092421,0.30486337804455665,0.0,0.0627674891627969,1291.0
GAMB,Gambling.com Group Limited,Gambling,12.03,428209056.0,USD,0.08833535739141397,0.2588711940267864,0.0,0.22699451245251162,1295.0
UFPI,"UFP Industries, Inc.",Lumber & Wood Production,106.07,6451643904.0,USD,0.07725147379739823,0.14412814012152017,0.012444612048647122,0.11070472371584754,1297.0
MASK,3 E Network Technology Group Lt,Software - Application,3.46,40499992.0,USD,0.044684231048737,0.5765761202018658,0.0,0.14697582840675633,1299.0
GYRE,"Gyre Therapeutics, Inc.",Biotechnology,8.64,831278656.0,USD,0.019522936000897394,0.2563053743742005,0.0,0.025237290544702223,1299.0
CRTO,Criteo S.A.,Advertising Agencies,31.7,1720593664.0,USD,0.08799404715232056,0.144303838488585,0.0,0.09854849793507175,1308.0
AFYA,Afya Limited,Education & Training Services,18.39,1660015488.0,USD,0.4609077478679524,0.14162797929762988,0.07335508428493746,0.7428405624870714,1308.0
HRMY,"Harmony Biosciences Holdings, I",Biotechnology,29.18,1674543872.0,USD,0.11395700237586848,0.2276016464282264,0.0,0.27196334701246294,1310.0
MGPI,"MGP Ingredients, Inc.",Beverages - Wineries & Distilleries,28.62,608756032.0,USD,0.2700884941703543,0.14202088100315885,0.016771488469601675,0.4071607193806479,1311.0
