Stock Code,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
6618,JD HEALTH,Equity,Equity Securities (Main Board),50,USD 0.0000005,KYG5074A1004
6622,ZHAOKE OPHTH-B,Equity,Equity Securities (Main Board),500,USD 0.00000025,KYG989M51017
6626,YUEXIU SERVICES,Equity,Equity Securities (Main Board),500,,HK0000746575
6628,TRANSCENTA-B,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG9005B1041
6633,QINGCI GAMES,Equity,Equity Securities (Main Board),500,USD 0.00001,KYG7309C1096
6638,OCFT,Equity,Equity Securities (Main Board),500,USD 0.00001,KYG6755B1106
6639,ARRAIL GROUP,Equity,Equity Securities (Main Board),500,USD 0.0200,KYG0567M1096
6655,HUAXIN CEMENT,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE1000057N3
6660,AIM VACCINE,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100005KF2
6661,HUZHOU GAS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100005D19
6663,IWS GROUP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG499001066
6666,EVERG SERVICES,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG3224K1022
6667,MEGA GENOMICS,Equity,Equity Securities (Main Board),200,USD 0.0001,KYG5960G1047
6668,E-STAR CM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3170A1085
6669,ACOTEC-B,Equity,Equity Securities (Main Board),"1,000",USD 0.00001,KYG0096M1096
6677,SINO-OCEAN SERV,Equity,Equity Securities (Main Board),500,HKD 0.1000,KYG816CB1040
6680,JLMAG,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000055Y4
6686,NOAH HOLDINGS-S,Equity,Equity Securities (Main Board),20,USD 0.0005,KYG6542K1004
6689,HONGJIU FRUIT,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100005G57
6690,HAIER SMARTHOME,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE1000048K8
6696,MANY IDEA CLOUD,Equity,Equity Securities (Main Board),"2,000",HKD 0.0001,KYG5913R1083
6699,ANGELALIGN,Equity,Equity Securities (Main Board),200,USD 0.0001,KYG0405D1051
6751,PRC B2711,Debt Securities,,"2,000",,XS1706605281
6752,PRC B2310,Debt Securities,,"2,000",,XS1891571348
6753,PRC B2810,Debt Securities,,"2,000",,XS1891574441
6754,PRC B4810,Debt Securities,,"2,000",,XS1891577030
6756,PRC B2412,Debt Securities,,"2,000",,XS2084424493
6757,PRC B2912,Debt Securities,,"2,000",,XS2084425110
6758,PRC B3912,Debt Securities,,"2,000",,XS2084425623
6759,PRC B2310B,Debt Securities,,"2,000",,USY15025AA02
6760,PRC B2510,Debt Securities,,"2,000",,USY15025AB84
6761,PRC B3010,Debt Securities,,"2,000",,USY15025AC67
6762,PRC B5010,Debt Securities,,"2,000",,USY15025AD41
6763,PRC B2511B,Debt Securities,,"1,000",,HK0000659794
6764,PRC B3011,Debt Securities,,"1,000",,XS2259626856
6765,PRC B3511B,Debt Securities,,"1,000",,XS2259627235
6766,PRC B2410,Debt Securities,,"2,000",,USY5325QAD44
6767,PRC B2610,Debt Securities,,"2,000",,USY5325QAE27
6768,PRC B3110,Debt Securities,,"2,000",,USY5325QAF91
6769,PRC B5110,Debt Securities,,"2,000",,USY5325QAG74
6770,PRC B2411,Debt Securities,,"1,000",,XS2407277651
6771,PRC B2811,Debt Securities,,"1,000",,XS2407277735
6772,PRC B3311,Debt Securities,,"1,000",,HK0000789559
6805,KIMOU ENVIRON,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG5258L1041
6806,SWHY,Equity,Equity Securities (Main Board),800,RMB 1.0000,CNE100003K53
6808,SUNART RETAIL,Equity,Equity Securities (Main Board),500,,HK0000083920
6811,TAI HING GROUP,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG866191060
6812,WINSON HLDGS HK,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG971751063
6816,PROSPER CONS,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG7279E1017
6818,CEB BANK,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001QW3
6819,INTELLICENTRICS,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG480041089
6820,FRIENDTIMES,Equity,Equity Securities (Main Board),"2,000",USD 0.00001,KYG371BT1022
6821,ASYMCHEM,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100004Z06
6822,KING'S FLAIR,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5258R1011
6823,HKT-SS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0005,HK0000093390
6826,HAOHAI BIOTEC,Equity,Equity Securities (Main Board),100,RMB 1.0000,CNE100001W69
6828,BG BLUE SKY,Equity,Equity Securities (Main Board),"8,000",HKD 0.0550,BMG095871098
6829,DRAGON RISE GP,Equity,Equity Securities (Main Board),"10,000",HKD 0.0100,KYG2831B1095
6830,HUAZHONG IN-V,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4657L1041
6833,SINCO PHARMA,Equity,Equity Securities (Main Board),"4,000",HKD 0.0001,KYG8154Y1052
6836,TIANYUN INT'L,Equity,Equity Securities (Main Board),"2,000",,VGG8880B1067
6837,HAITONG SEC,Equity,Equity Securities (Main Board),400,RMB 1.0000,CNE1000019K9
6838,WINOX,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG971741098
6839,YUNNAN WATER,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100001WB5
6855,ASCENTAGE-B,Equity,Equity Securities (Main Board),100,USD 0.0001,KYG0519B1023
6858,HONMAGOLF,Equity,Equity Securities (Main Board),500,USD 0.0000025,KYG459461037
6860,FINGERTANGO,Equity,Equity Securities (Main Board),"1,000",USD 0.000005,KYG3R10G1007
6862,HAIDILAO,Equity,Equity Securities (Main Board),"1,000",USD 0.000005,KYG4290A1013
6865,FLAT GLASS,Equity,Equity Securities (Main Board),"1,000",RMB 0.2500,CNE100002375
6866,ZUOLI M-FIN,Equity,Equity Securities (Main Board),"2,000",RMB 1.0000,CNE100001TL0
6868,TENFU,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG875941000
6869,YOFC,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001T72
6877,CLSA PREMIUM,Equity,Equity Securities (Main Board),"5,000",HKD 0.0100,KYG2R50B1046
6878,DIFFER GP AUTO,Equity,Equity Securities (Main Board),"2,000",HKD 0.0025,
6880,TEMPUS HOLD,Equity,Equity Securities (Main Board),"2,000",USD 0.0100,KYG8756N1016
6881,CGS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100001NT6
6882,EGL HOLDINGS,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG3089V1023
6885,JINMA ENERGY,Equity,Equity Securities (Main Board),"1,000",RMB 1.0000,CNE100002QZ4
6886,HTSC,Equity,Equity Securities (Main Board),200,RMB 1.0000,CNE100001YQ9
6888,FREETECH,Equity,Equity Securities (Main Board),"1,000",HKD 0.1000,KYG3728H1002
6889,DYNAM JAPAN,Equity,Equity Securities (Main Board),200,,JP3491910000
6890,KANGLI INT HLDG,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG521551013
6893,HINSANG GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.1000,KYG4590V1023
6896,GOLDEN THROAT,Equity,Equity Securities (Main Board),500,USD 0.000025,KYG3961J1022
6898,CHINA ALUMCAN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG211551091
6899,OURGAME,Equity,Equity Securities (Main Board),"1,000",USD 0.00005,KYG6847M1087
6900,SUNKWAN PPT,Equity,Equity Securities (Main Board),"2,000",USD 0.000001,KYG8588G1001
6908,HG SEMI,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3970H1056
6909,BETTERLIFE HLDG,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG1226F1054
6913,SCVE GROUP,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG8281B1014
6918,KIDZTECH,Equity,Equity Securities (Main Board),"2,000",HKD 0.0010,KYG5259S1084
6919,RENRUI HR,Equity,Equity Securities (Main Board),100,USD 0.00005,KYG7504A1067
6928,TOMO HOLDINGS,Equity,Equity Securities (Main Board),"4,000",HKD 0.0100,KYG8955R1011
6933,SINO-ENTERTAIN,Equity,Equity Securities (Main Board),"2,000",USD 0.0001,KYG8191E1044
6939,MEGAIN,Equity,Equity Securities (Main Board),"2,000",HKD 0.0100,KYG5961G1038
6958,ZHENRO SERVICES,Equity,Equity Securities (Main Board),"1,000",USD 0.0020,KYG9898V1005
6963,SUNSHINE INS,Equity,Equity Securities (Main Board),500,RMB 1.0000,CNE100005MM4
6966,C WAN TONG YUAN,Equity,Equity Securities (Main Board),"10,000",USD 0.0100,KYG215AA1032
6968,GANGLONG CHINA,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG373041055
6969,SMOORE INTL,Equity,Equity Securities (Main Board),"1,000",USD 0.0100,KYG8245V1023
6978,IMMUNOTECH-B,Equity,Equity Securities (Main Board),"1,000",USD 0.0010,KYG4721A1004
6988,JOY SPREADER,Equity,Equity Securities (Main Board),"1,000",HKD 0.00001,KYG5191P1054
6989,EXCELLENCE CM,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG3235S1021
6993,BLUE MOON GROUP,Equity,Equity Securities (Main Board),500,HKD 0.0100,KYG1193D1097
6996,ANTENGENE-B,Equity,Equity Securities (Main Board),500,USD 0.0001,KYG039571008
6998,GENOR-B,Equity,Equity Securities (Main Board),500,USD 0.00002,KYG3871A1004
6999,LEADING HLDGS,Equity,Equity Securities (Main Board),"1,000",HKD 0.0100,KYG5410P1000
7200,FL2 CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000330149
7204,XL2CSOPUSOILGAS,Exchange Traded Products,Leveraged and Inverse,100,,HK0000891363
7226,XL2CSOPHSTECH,Exchange Traded Products,Leveraged and Inverse,100,,HK0000672946
7230,FL2 GX HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000323169
7231,FL2 GX HSI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000323144
7232,FL2FBFTTAIWAN,Exchange Traded Products,Leveraged and Inverse,100,,HK0000742566
7233,XL2CSOPCSI300,Exchange Traded Products,Leveraged and Inverse,100,,HK0000629656
7234,XL2 BOS CHINEXT,Exchange Traded Products,Leveraged and Inverse,100,,HK0000828696
7248,XL2 CSOP A50,Exchange Traded Products,Leveraged and Inverse,100,,HK0000687415
7252,XL2CSOPBROKER,Exchange Traded Products,Leveraged and Inverse,100,,HK0000884129
7261,FL2CAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,HK0000306594
7266,FL2CSOPNASDAQ,Exchange Traded Products,Leveraged and Inverse,100,,HK0000604659
7272,XL2CAMCSI300,Exchange Traded Products,Leveraged and Inverse,100,,HK0000628096
7288,FL2 CSOP HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000330164
7299,FL2CSOPGOLD,Exchange Traded Products,Leveraged and Inverse,100,,HK0000612744
7300,FI CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000330156
7322,XI GX S&P500,Exchange Traded Products,Leveraged and Inverse,100,,HK0000305430
7331,FICAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,HK0000306602
7332,FIFBFTTAIWAN,Exchange Traded Products,Leveraged and Inverse,100,,HK0000742574
7333,XICSOPCSI300,Exchange Traded Products,Leveraged and Inverse,100,,HK0000629649
7336,FI GX HSI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000323136
7345,FI CSOP OIL,Exchange Traded Products,Leveraged and Inverse,100,,HK0000799285
7348,XI CSOP A50,Exchange Traded Products,Leveraged and Inverse,100,,HK0000687423
7362,FI GX HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000323151
7373,XICAMCSI300,Exchange Traded Products,Leveraged and Inverse,100,,HK0000628104
7374,FI CSOPGOLD,Exchange Traded Products,Leveraged and Inverse,100,,HK0000787140
7500,FI2 CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000503190
7505,XI2CSOPUSOILGAS,Exchange Traded Products,Leveraged and Inverse,100,,HK0000891355
7522,FI2CAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,HK0000525649
7552,XI2CSOPHSTECH,Exchange Traded Products,Leveraged and Inverse,100,,HK0000672953
7568,FI2CSOPNASDAQ,Exchange Traded Products,Leveraged and Inverse,100,,HK0000528882
7588,FI2 CSOP HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,HK0000330172
7801,INTERRA ACQ-Z,Equity,Equity Securities (Main Board),"110,000",HKD 0.0001,KYG4922M1197
7827,VISION DEAL-Z,Equity,Equity Securities (Main Board),"110,000",HKD 0.0001,KYG9491B1059
7836,AQUILA ACQ-Z,Equity,Equity Securities (Main Board),"105,000",HKD 0.0001,KYG0443C1015
7841,HK ACQ-Z,Equity,Equity Securities (Main Board),"115,000",HKD 0.0001,KYG4515L1068
8001,ORIENTSEC INT,Equity,Equity Securities (GEM),"6,000",HKD 0.0500,KYG6805Q1174
8003,GREAT WORLD,Equity,Equity Securities (GEM),"6,000",HKD 0.1000,KYG4158M1226
8005,YUXING INFOTECH,Equity,Equity Securities (GEM),"2,000",HKD 0.0250,BMG9883P1344
8006,SINO SPLENDID,Equity,Equity Securities (GEM),"10,000",HKD 0.0400,KYG816BP1201
8007,GLOBALSTRAT,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG3947G1313
8009,CHI ENGY HOLD,Equity,Equity Securities (GEM),"5,000",,HK0000464021
8011,POLYARD PETRO,Equity,Equity Securities (GEM),"20,000",HKD 0.0400,KYG7159B1775
8013,ECI TECH,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,
8017,TRADEGO,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG8985W1042
8018,FINSOFT FIN,Equity,Equity Securities (GEM),"10,000",HKD 0.0500,KYG3461G1863
8019,HAO WEN HLDGS,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,KYG4286Q1698
8020,UNITAS HOLD,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG9345D1097
8021,WLS HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG9726D1323
8023,KWONG MAN KEE,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,KYG532951046
8025,ACR HOLDINGS,Equity,Equity Securities (GEM),"3,000",HKD 0.1000,KYG0542K1452
8026,CB GLOBAL,Equity,Equity Securities (GEM),"1,000",HKD 0.1000,KYG211AJ1037
8027,KPM HOLDING,Equity,Equity Securities (GEM),"5,000",HKD 0.03125,KYG5314U1224
8028,TIMELESS,Equity,Equity Securities (GEM),"20,000",,HK8028008944
8029,IMPERIUM FIN GP,Equity,Equity Securities (GEM),"5,000",HKD 0.0400,KYG857AT1018
8030,FLYING FIN,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,KYG3642R1011
8031,ETS GROUP,Equity,Equity Securities (GEM),"2,000",HKD 0.0100,KYG314241152
8032,VIVA CHINA,Equity,Equity Securities (GEM),"8,000",HKD 0.0500,KYG9374E1199
8033,VODATEL NETWORK,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,BMG938831093
8035,JANCO HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,
8036,EBROKER GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG292091066
8037,CH BIOTECH SER,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,BMG2152F1014
8039,CHINA COME RIDE,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,KYG5300B1041
8040,COOLPOINT INNO,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG2R66A1080
8041,LUXEY INT'L,Equity,Equity Securities (GEM),"20,000",HKD 0.1000,KYG5726E1614
8042,KOS INTL,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG531501016
8043,ATLINKS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG069761073
8045,NANDASOFT,Equity,Equity Securities (GEM),"12,000",RMB 0.1000,CNE100000122
8047,CHINA OCEAN GP,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,
8048,YU TAK INT'L,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,BMG9887Q1042
8049,JILIN CHANGLONG,Equity,Equity Securities (GEM),"4,000",RMB 0.1000,CNE100000130
8050,QUANTUM THINK,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,KYG7S12H1066
8051,CIRCUTECH,Equity,Equity Securities (GEM),200,HKD 0.2000,KYG2180K1141
8052,LUK HING ENT,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG569701090
8053,PIZU GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,KYG7112V1041
8055,CHI E-INFO TECH,Equity,Equity Securities (GEM),"8,000",HKD 0.1000,KYG2157K1132
8056,LIFE CONCEPTS,Equity,Equity Securities (GEM),"5,000",USD 0.0010,BMG548331013
8057,MADISON HLDG,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG5747Y1136
8059,GLORY FLAME,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG394011079
8060,GLOBAL LINK,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,KYG392991132
8062,EFT SOLUTIONS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG294321040
8063,GLOBAL M HLDG,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,KYG3932Y1136
8065,KML TECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG5S00R1029
8066,PHOENITRON HOLD,Equity,Equity Securities (GEM),"5,000",HKD 0.2000,KYG7059R1323
8067,OUC HOLDINGS,Equity,Equity Securities (GEM),"1,000",,HK0000231891
8069,WWPKG HOLDINGS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG981251005
8070,KEEN OCEAN,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG5244B1032
8071,CH NETCOMTECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0050,KYG2117P1110
8072,ROMA META GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,
8073,SINGYES NM,Equity,Equity Securities (GEM),"4,000",USD 0.0100,BMG215971026
8075,MEDIA ASIA,Equity,Equity Securities (GEM),"12,000",HKD 0.1000,BMG5960C2028
8076,SING LEE,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG819641017
8078,C CREATIVE DIGI,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,
8079,EASY REPAY FIN,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG2916U1210
8080,NAS HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,BMG664301360
8081,HANG TAI YUE GP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG4289J1053
8082,YEAH YEAH GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0250,BMG8572C1073
8083,CHINA YOUZAN,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,BMG2164J1099
8086,SINO VISION WW,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,BMG8192E1451
8087,CHINA 33MEDIA,Equity,Equity Securities (GEM),"10,000",USD 0.0400,KYG8442C1399
8091,OOH HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG675351079
8092,ITE HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG6333F1046
8093,MILLION STARS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG6129U1094
8095,BEIDA JADE BIRD,Equity,Equity Securities (GEM),"1,000",RMB 0.1000,CNE100000551
8096,TASTY CONCEPTS,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,KYG8693A1132
8098,CL GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG220291051
8100,GET HOLDINGS,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,BMG3867N1406
8101,EJE HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.2500,KYG2953C1096
8103,HMVOD,Equity,Equity Securities (GEM),"1,500",HKD 0.0100,KYG4527B1041
8106,SHENGHUA LANDE,Equity,Equity Securities (GEM),"5,000",RMB 0.1000,CNE100000700
8107,VISION INT HLDG,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,KYG9377G1111
8109,KIRIN GROUP,Equity,Equity Securities (GEM),"15,000",HKD 0.0050,BMG5276Q1270
8111,CT IND GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.5000,KYG8440V1133
8112,CORNERSTONE FIN,Equity,Equity Securities (GEM),"24,000",HKD 0.0100,
8113,HI-LEVEL TECH,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG4492L1032
8115,SHANGHAI QINGPU,Equity,Equity Securities (GEM),"4,000",RMB 0.1000,CNE100000197
8117,CHI P ENERGY,Equity,Equity Securities (GEM),"10,000",HKD 0.0625,KYG2161J1022
8118,BORTEX GLOBAL,Equity,Equity Securities (GEM),"8,000",HKD 0.0100,KYG125871049
8120,CH DEMETER FIN,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG2125V1265
8121,GURU ONLINE,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,KYG428971199
8123,SINOFORTUNE FIN,Equity,Equity Securities (GEM),"6,000",HKD 0.0100,KYG8406P1000
8125,ROYAL CEN RES,Equity,Equity Securities (GEM),"8,000",,HK0000669264
8126,G. A. HOLDINGS,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,KYG3706N1034
8128,CHYY GP,Equity,Equity Securities (GEM),"8,000",USD 0.0100,KYG2127R1074
8130,DADI INTL GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,BMG2617D1056
8131,ABC MULTIACTIVE,Equity,Equity Securities (GEM),"10,000",HKD 0.1000,BMG0031W1477
8132,CENTURY EN INTL,Equity,Equity Securities (GEM),"10,000",HKD 0.0040,KYG2162K1168
8133,SOLOMON WW HLDG,Equity,Equity Securities (GEM),"10,000",HKD 0.0800,KYG511391305
8135,ZMFY GLASS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG9896X1088
8136,IMS GROUP,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG472571036
8137,HONBRIDGE,Equity,Equity Securities (GEM),"2,000",HKD 0.0010,KYG4587J1123
8139,CHANGAN RH,Equity,Equity Securities (GEM),500,RMB 1.0000,CNE100003DZ0
8140,BOSATECH,Equity,Equity Securities (GEM),"10,000",HKD 0.0001,KYG1263R1039
8143,GF HEALTHCARE,Equity,Equity Securities (GEM),"4,000",HKD 0.0100,KYG4052M1033
8146,GRACEWINE,Equity,Equity Securities (GEM),"10,000",HKD 0.0010,KYG4036R1039
8147,MILLENNIUM PG,Equity,Equity Securities (GEM),"8,000",HKD 0.0016,KYG6169E1558
8148,AURUM PACIFIC,Equity,Equity Securities (GEM),"20,000",HKD 0.0400,KYG063701455
8149,ALTUS HLDGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG0R70H1014
8150,SEAMLESS GREEN,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG7947R1381
8151,BAO SHEN HLDGS,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,KYG0891H1074
8152,M&L HOLDINGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG6125R1002
8153,FARNOVA GROUP,Equity,Equity Securities (GEM),"20,000",HKD 0.0040,BMG3394P2040
8156,SINOPHARM TECH,Equity,Equity Securities (GEM),"5,000",HKD 0.0125,
8158,CRMI,Equity,Equity Securities (GEM),"5,000",HKD 0.2000,KYG2129W1125
8159,CU VENTURE INV,Equity,Equity Securities (GEM),"5,000",HKD 0.0100,BMG394081100
8160,GOLDWAY EDU,Equity,Equity Securities (GEM),"12,000",HKD 0.0100,KYG3981U1031
8161,MEDINET GROUP,Equity,Equity Securities (GEM),"4,000",HKD 0.2500,KYG5955D1088
8162,LOCO HK,Equity,Equity Securities (GEM),"10,000",,HK0000207610
8163,MERDEKA FIN,Equity,Equity Securities (GEM),"20,000",HKD 0.1000,KYG6021S1949
8166,CHINA ECO-FARM,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,BMG2158A1559
8167,NEO TELEMEDIA,Equity,Equity Securities (GEM),"4,000",HKD 0.1000,KYG6420C1217
8168,AMASSE CAPITAL,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG024821004
8169,ECO-TEK HLDGS,Equity,Equity Securities (GEM),"10,000",HKD 0.0100,KYG3039J1004
8170,ALL NATION INTL,Equity,Equity Securities (GEM),"1,000",HKD 0.0100,KYG2124D1016
8172,LAJIN ENT,Equity,Equity Securities (GEM),"20,000",HKD 0.0100,BMG5351M1082
8173,HEPHAESTUS HLDG,Equity,Equity Securities (GEM),"20,000",HKD 0.0005,KYG4404S1057
8175,C DIGITAL CUL,Equity,Equity Securities (GEM),"10,000",HKD 0.0400,BMG2115S1171
8176,SUPERROBOTICS,Equity,Equity Securities (GEM),"5,000",HKD 0.1000,BMG8587J1053
8178,CHINA INFO TECH,Equity,Equity Securities (GEM),"2,000",HKD 0.1000,KYG215501357
