Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow,Past Annual R&D
ACCO,Acco Brands Corporation,Business Equipment & Supplies,3.77,USD,USD,339673632.0,12-31,0.3,1440700000.0,923000000.0,2228400000.0,606100000.0,1666200000.0,1110800000.0,410400000.0,-101600000.0,148200000.0,-122600000.0,-12300000.0,
ACEL,"Accel Entertainment, Inc.",Gambling,11.3,USD,USD,956300928.0,12-31,0.0,850408000.0,595379000.0,1048398000.0,255029000.0,1230972000.0,859473000.0,280615000.0,35252000.0,121194000.0,22651000.0,-124151000.0,
ACHR,Archer Aviation Inc.,Aerospace & Defense,7.34,USD,USD,3981730048.0,12-31,0.0,816600000.0,79000000.0,1001200000.0,752600000.0,0.0,,,-536800000.0,-368600000.0,820400000.0,-82000000.0,
ACI,"Albertsons Companies, Inc.",Grocery Stores,22.52,USD,USD,12965891072.0,02-22,0.51,10778100000.0,14182800000.0,26755700000.0,3385900000.0,80390900000.0,58135300000.0,20613700000.0,958600000.0,2680600000.0,-684100000.0,-1891800000.0,
ACLO,TCW AAA CLO ETF,N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
ACM,AECOM,Engineering & Construction,94.0,USD,USD,12472859648.0,09-30,0.92,4701459000.0,3027827000.0,12061669000.0,2184205000.0,16105498000.0,15021157000.0,160105000.0,402266000.0,827490000.0,-295460000.0,-210639000.0,
ACN,Accenture plc,Information Technology Services,283.96,USD,USD,177766334464.0,08-31,5.73,29313503000.0,4120549000.0,55932363000.0,28288646000.0,64896464000.0,43734147000.0,11566470000.0,7264787000.0,9131027000.0,-6063508000.0,-7061818000.0,
ACP,Aberdeen Income Credit Strategi,Asset Management,5.54,USD,USD,695109312.0,10-31,1.2,1059803042.0,240000000.0,1137288594.0,819803042.0,79304783.0,,,77913516.0,-81305552.0,50613064.0,,
ACR,ACRES Commercial Realty Corp.,REIT - Mortgage,17.53,USD,USD,129620152.0,12-31,0.0,1799489000.0,1405630000.0,1881467000.0,439118000.0,99631000.0,,,29267000.0,19385000.0,-352736000.0,299068000.0,
ACRE,Ares Commercial Real Estate Cor,REIT - Mortgage,3.89,USD,USD,213393728.0,12-31,1.0,1712501000.0,1172369000.0,1751206000.0,540132000.0,-15233000.0,,,-34993000.0,35549000.0,-507628000.0,427914000.0,
ACV,568516,Asset Management,19.21,USD,N/A,199284528.0,N/A,0.0,316791000.0,75000000.0,350778000.0,241791000.0,48323000.0,,,47891000.0,19512000.0,-22257000.0,,
ACVA,ACV Auctions Inc.,Auto & Truck Dealerships,14.31,USD,USD,2573911040.0,12-31,0.0,563004000.0,123000000.0,984149000.0,440004000.0,637156000.0,304441000.0,416820000.0,-79700000.0,65397000.0,-7874000.0,-15863000.0,
ADC,Agree Realty Corporation,REIT - Retail,79.12,USD,USD,8521224192.0,12-31,3.0,8120467000.0,2831670000.0,8486446000.0,5335046000.0,617095000.0,74849000.0,244220000.0,189197000.0,431972000.0,445310000.0,-885407000.0,
ADCT,ADC Therapeutics SA,Biotechnology,1.23,USD,USD,121989312.0,12-31,0.0,-89010000.0,122998000.0,321980000.0,-202642000.0,70837000.0,5949000.0,194479000.0,-157846000.0,-123835000.0,97054000.0,-867000.0,
ADM,Archer-Daniels-Midland Company,Farm Products,48.54,USD,USD,23306772480.0,12-31,2.0,32325000000.0,11538000000.0,53271000000.0,22168000000.0,85530000000.0,79752000000.0,3706000000.0,1800000000.0,2790000000.0,-1530000000.0,-2702000000.0,
ADNT,Adient plc,Auto Parts,12.01,USD,USD,1008031808.0,09-30,0.0,4539000000.0,2405000000.0,9351000000.0,2134000000.0,14688000000.0,13760000000.0,528000000.0,18000000.0,543000000.0,-502000000.0,-253000000.0,
ADT,ADT Inc.,Security & Protection Services,7.85,USD,USD,6648910848.0,12-31,0.22,11507874000.0,7707073000.0,16050957000.0,3800801000.0,4898446000.0,847114000.0,2819144000.0,501053000.0,1884899000.0,-515356000.0,-1295428000.0,
ADX,Adams Diversified Equity Fund I,Asset Management,18.11,USD,USD,2129228928.0,12-31,2.5,,,2671379897.0,2662523552.0,564123642.0,,,549566878.0,,,,
AEE,Ameren Corporation,Utilities - Regulated Electric,99.15,USD,USD,26786166784.0,12-31,2.68,30836000000.0,18722000000.0,44598000000.0,12114000000.0,7623000000.0,3970000000.0,2137000000.0,1182000000.0,2763000000.0,1749000000.0,-4456000000.0,
AEFC,Aegon Funding Company LLC 5.10%,N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
AEG,Aegon Ltd. New York Registry Sh,Insurance - Diversified,6.24,USD,EUR,9883285504.0,12-31,0.35,13966000000.0,4995000000.0,327390000000.0,9187000000.0,19519000000.0,,,688000000.0,762000000.0,-1755000000.0,300000000.0,
AEM,Agnico Eagle Mines Limited,Gold,121.1,USD,USD,60930736128.0,12-31,1.6,21975856000.0,1282182000.0,29987018000.0,20832900000.0,8285753000.0,4600156000.0,536168000.0,1895581000.0,3960892000.0,-1356331000.0,-2007114000.0,
AEO,"American Eagle Outfitters, Inc.",Apparel Retail,11.03,USD,USD,1902829312.0,02-01,0.5,1766860000.0,1446330000.0,3830775000.0,1766860000.0,5328652000.0,3239719000.0,1644069000.0,329380000.0,476798000.0,-301909000.0,-217510000.0,
AER,AerCap Holdings N.V.,Rental & Leasing Services,97.0,USD,USD,18117951488.0,12-31,1.02,62479134000.0,45350288000.0,71441976000.0,17184623000.0,7996644000.0,5381127000.0,488916000.0,2098632000.0,5436643000.0,-2132509000.0,-3724207000.0,
AES,The AES Corporation,Utilities - Diversified,9.98,USD,USD,7104841216.0,12-31,0.693,32662000000.0,29018000000.0,47406000000.0,3644000000.0,12278000000.0,9964000000.0,288000000.0,1679000000.0,2752000000.0,4963000000.0,-7700000000.0,
AESI,Atlas Energy Solutions Inc.,Oil & Gas Equipment & Services,13.66,USD,USD,2265319680.0,12-31,0.9,1547281000.0,530095000.0,1972652000.0,1036556000.0,1055957000.0,823943000.0,118564000.0,59944000.0,256460000.0,117778000.0,-512708000.0,
AFB,AllianceBernstein National Muni,Asset Management,10.03,USD,USD,288311328.0,10-31,0.402,405280563.0,43850000.0,605772995.0,361430563.0,61850814.0,,,61338373.0,11558350.0,-11558339.0,,
AFG,"American Financial Group, Inc.",Insurance - Property & Casualty,129.55,USD,USD,10839254016.0,12-31,3.02,5941000000.0,1475000000.0,30836000000.0,4466000000.0,8278000000.0,,,887000000.0,1152000000.0,-1066000000.0,95000000.0,
AFGB,"American Financial Group, Inc. ",N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
AFGC,"American Financial Group, Inc. ",N/A,,USD,N/A,18583878.0,N/A,0.0,,,,,,,,,,,,
AFGD,"American Financial Group, Inc. ",N/A,,USD,USD,,N/A,0.0,,,,,,,,,,,,
AFGE,"American Financial Group, Inc. ",N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
AFL,AFLAC Incorporated,Insurance - Life,108.31,USD,USD,59117219840.0,12-31,2.0,33500000000.0,7498000000.0,117566000000.0,26098000000.0,19128000000.0,,,5443000000.0,2707000000.0,-3486000000.0,2781000000.0,
AG,First Majestic Silver Corp.,Silver,6.09,USD,USD,2951445504.0,12-31,0.019,1560154000.0,237017000.0,1979788000.0,1351071000.0,563631000.0,471731000.0,86363000.0,-101885000.0,151970000.0,42410000.0,-114160000.0,
AGCO,AGCO Corporation,Farm & Heavy Construction Machinery,81.84,USD,USD,6103790592.0,12-31,1.16,6214900000.0,2599600000.0,11190600000.0,3742800000.0,11661900000.0,8762800000.0,1971700000.0,-424800000.0,689900000.0,1045500000.0,-1650400000.0,
AGD,abrdn Global Dynamic Dividend F,N/A,9.57,USD,USD,237958992.0,N/A,0.925,285647513.0,8311558.0,285985837.0,277335955.0,56614457.0,,,54117787.0,,,,
AGI,Alamos Gold Inc.,Gold,28.85,USD,USD,12131771392.0,12-31,0.1,3834200000.0,286600000.0,5336100000.0,3584200000.0,1346900000.0,751100000.0,91000000.0,284300000.0,661100000.0,-89400000.0,-467100000.0,
AGL,"agilon health, inc.",Medical Care Facilities,4.04,USD,USD,1668519936.0,12-31,0.0,505856000.0,41503000.0,1733983000.0,470952000.0,6060530000.0,6055689000.0,293375000.0,-260151000.0,-57777000.0,-2583000.0,139891000.0,
AGM,Federal Agricultural Mortgage C,Credit Services,175.81,USD,USD,1840853760.0,12-31,5.6,30378679000.0,29300802000.0,31324742000.0,1077877000.0,375175000.0,,,207193000.0,612646000.0,1205127000.0,-1682473000.0,
AGO,Assured Guaranty Ltd.,Insurance - Specialty,84.73,USD,USD,4231314688.0,12-31,1.24,7194000000.0,1699000000.0,11901000000.0,5495000000.0,814000000.0,,,376000000.0,47000000.0,-983000000.0,780000000.0,
AGRO,Adecoagro S.A.,Farm Products,11.59,USD,USD,1159625856.0,12-31,0.0,2134077000.0,1283459000.0,3164894000.0,1229128000.0,1298871000.0,883484000.0,207909000.0,226291000.0,434907000.0,-208743000.0,-111552000.0,
AGS,"PlayAGS, Inc.",Gambling,12.07,USD,USD,497988864.0,12-31,0.0,649708000.0,546395000.0,709592000.0,112735000.0,394865000.0,118070000.0,203915000.0,51645000.0,101248000.0,-33561000.0,-71688000.0,
AGX,"Argan, Inc.",Engineering & Construction,134.01,USD,USD,1827119104.0,01-31,1.35,351857000.0,2710000.0,836227000.0,351857000.0,874179000.0,733190000.0,52794000.0,85459000.0,167584000.0,-26060000.0,-193615000.0,
AHH,"Armada Hoffler Properties, Inc.",REIT - Diversified,6.94,USD,USD,703160832.0,12-31,0.82,1795110000.0,1419570000.0,2512863000.0,499551000.0,708470000.0,505020000.0,111343000.0,35645000.0,112020000.0,-43262000.0,-26701000.0,
AHR,"American Healthcare REIT, Inc.",REIT - Healthcare Facilities,30.17,USD,USD,4787707904.0,12-31,1.0,3966706000.0,1870714000.0,4488057000.0,2261231000.0,2070668000.0,1653893000.0,279990000.0,-37812000.0,176087000.0,-134743000.0,-8734000.0,
AHT,Ashford Hospitality Trust Inc,REIT - Hotel & Motel,6.09,USD,USD,35691604.0,12-31,0.0,2209995000.0,2691650000.0,3160985000.0,-419294000.0,1172459000.0,938065000.0,177438000.0,-60300000.0,-23592000.0,-258750000.0,191283000.0,
AI,"C3.ai, Inc.",Software - Infrastructure,19.86,USD,USD,2636196608.0,04-30,0.0,873353000.0,3226000.0,1038225000.0,873353000.0,310582000.0,132022000.0,496902000.0,-279696000.0,-62362000.0,11294000.0,-66615000.0,
AIFD,TCW Artificial Intelligence ETF,N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
AIG,"American International Group, I",Insurance - Diversified,81.64,USD,USD,47659225088.0,12-31,1.56,51443000000.0,8922000000.0,161322000000.0,42521000000.0,27274000000.0,,,-1404000000.0,3273000000.0,-5063000000.0,1672000000.0,
AIN,Albany International Corporatio,Textile Manufacturing,62.83,USD,USD,1922610560.0,12-31,1.05,1262069000.0,387200000.0,1648696000.0,943538000.0,1230615000.0,828839000.0,256979000.0,87623000.0,218441000.0,-183832000.0,-80180000.0,
AIO,AllianzGI Artificial Intelligen,,19.29,USD,N/A,663464128.0,N/A,0.0,938384000.0,130000000.0,945172000.0,808384000.0,162393000.0,,,161666000.0,61391000.0,-61020000.0,,
AIR,AAR Corp.,Aerospace & Defense,50.91,USD,USD,1838044416.0,05-31,0.0,2175200000.0,1065700000.0,2770000000.0,1189800000.0,2318900000.0,1876600000.0,312900000.0,46300000.0,43600000.0,729200000.0,-758500000.0,
AIT,Applied Industrial Technologies,Industrial Distribution,221.93,USD,USD,8517073920.0,06-30,1.48,2286115000.0,597334000.0,2951910000.0,1688781000.0,4479406000.0,3142753000.0,840944000.0,385762000.0,371393000.0,-156468000.0,-95407000.0,
AIV,Apartment Investment and Manage,REIT - Residential,7.77,USD,USD,1103091328.0,12-31,0.0,1193617000.0,1192505000.0,1956910000.0,122957000.0,208679000.0,90984000.0,119196000.0,-102468000.0,46984000.0,-43896000.0,30601000.0,
AIZ,"Assurant, Inc.",Insurance - Property & Casualty,188.94,USD,USD,9610981376.0,12-31,2.96,7189800000.0,2083100000.0,35020600000.0,5106700000.0,11877500000.0,,,760200000.0,1332700000.0,-477500000.0,-657800000.0,
AIZN,"Assurant, Inc. 5.25% Subordinat",N/A,,USD,N/A,,N/A,0.0,,,,,,,,,,,,
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,330.75,USD,USD,84584357888.0,12-31,2.4,33310600000.0,13485200000.0,64255200000.0,20153500000.0,11554900000.0,6676600000.0,2596200000.0,1462700000.0,2582900000.0,13052700000.0,-1587400000.0,
AKA,a.k.a. Brands Holding Corp.,Apparel Retail,8.51,USD,USD,90999136.0,12-31,0.0,229345000.0,183589000.0,385204000.0,117634000.0,574697000.0,247192000.0,337826000.0,-25990000.0,669000.0,15506000.0,-11594000.0,
AKR,Acadia Realty Trust,REIT - Retail,19.81,USD,USD,2568049408.0,12-31,0.74,3602938000.0,1674094000.0,4371203000.0,2065672000.0,359689000.0,112049000.0,179469000.0,21650000.0,140448000.0,44624000.0,-170663000.0,
AL,Air Lease Corporation,Rental & Leasing Services,42.96,USD,USD,4801166336.0,12-31,0.85,27742602000.0,20209985000.0,32277896000.0,7532617000.0,2733657000.0,1925757000.0,219820000.0,427704000.0,1677019000.0,1370896000.0,-3036303000.0,
ALB,Albemarle Corporation,Specialty Chemicals,54.77,USD,USD,6443745280.0,12-31,1.61,11242577000.0,3615679000.0,16609649000.0,7726412000.0,5377526000.0,5314987000.0,704768000.0,-1179449000.0,702068000.0,1241735000.0,-1574438000.0,
ALC,Alcon Inc.,Medical Instruments & Supplies,93.31,USD,USD,46241914880.0,12-31,0.309,26192000000.0,5136000000.0,30347000000.0,21553000000.0,9911000000.0,4399000000.0,4099000000.0,1018000000.0,2077000000.0,-322000000.0,-1167000000.0,
ALE,"Allete, Inc.",Utilities - Diversified,65.2,USD,USD,3779122176.0,12-31,2.845,4647400000.0,1799400000.0,6754300000.0,2848000000.0,1529800000.0,1032800000.0,336900000.0,179300000.0,457100000.0,-140600000.0,-340700000.0,
ALEX,"Alexander & Baldwin, Inc.",REIT - Retail,16.82,USD,USD,1223005696.0,12-31,0.893,1478380000.0,474837000.0,1670432000.0,1003543000.0,236641000.0,128995000.0,29822000.0,60537000.0,97991000.0,-61957000.0,-16115000.0,
ALG,"Alamo Group, Inc.",Farm & Heavy Construction Machinery,165.76,USD,USD,2003889152.0,12-31,1.04,1238735000.0,226930000.0,1450279000.0,1018254000.0,1628513000.0,1216025000.0,247680000.0,115930000.0,209778000.0,-31973000.0,-22181000.0,
ALIT,"Alight, Inc.",Software - Application,4.86,USD,USD,2684736768.0,12-31,0.04,6334000000.0,2156000000.0,8193000000.0,4309000000.0,2332000000.0,1538000000.0,884000000.0,-157000000.0,252000000.0,-1074000000.0,836000000.0,
ALK,"Alaska Air Group, Inc.",Airlines,44.94,USD,USD,5516474880.0,12-31,0.0,9305000000.0,6393000000.0,19768000000.0,4372000000.0,11735000000.0,9617000000.0,1203000000.0,395000000.0,1464000000.0,119000000.0,-634000000.0,
ALL,Allstate Corporation (The),Insurance - Property & Casualty,193.9,USD,USD,51410452480.0,12-31,3.68,27526000000.0,8085000000.0,111617000000.0,19441000000.0,64115000000.0,,,4667000000.0,8931000000.0,-697000000.0,-8252000000.0,
ALLE,Allegion plc,Security & Protection Services,126.82,USD,USD,10912772096.0,12-31,1.92,3500200000.0,1999500000.0,4487800000.0,1500700000.0,3772200000.0,2103700000.0,887800000.0,597500000.0,675000000.0,-394500000.0,-228400000.0,
ALLY,Ally Financial Inc.,Credit Services,31.41,USD,USD,9647644672.0,12-31,1.2,30699000000.0,19231000000.0,191836000000.0,11579000000.0,8897000000.0,,,668000000.0,4528000000.0,-5566000000.0,4991000000.0,
ALSN,"Allison Transmission Holdings, ",Auto Parts,88.39,USD,USD,7533152768.0,12-31,1.0,4051000000.0,2406000000.0,5336000000.0,1651000000.0,3225000000.0,1696000000.0,537000000.0,731000000.0,801000000.0,-427000000.0,-147000000.0,
ALTG,Alta Equipment Group Inc.,Rental & Leasing Services,4.15,USD,USD,137743072.0,12-31,0.228,1122400000.0,1198900000.0,1480400000.0,77600000.0,1876600000.0,1382900000.0,475100000.0,-62100000.0,57000000.0,-17900000.0,-56200000.0,
ALUR,"Allurion Technologies, Inc.",Medical Devices,2.29,USD,USD,13656529.0,12-31,0.0,-42268000.0,37923000.0,32813000.0,-77978000.0,32110000.0,10607000.0,71701000.0,-26148000.0,-42300000.0,20208000.0,-611000.0,
ALV,"Autoliv, Inc.",Auto Parts,88.39,USD,USD,6833006592.0,12-31,2.76,4185000000.0,2068000000.0,7804000000.0,2276000000.0,10390000000.0,8463000000.0,947000000.0,646000000.0,1059000000.0,-680000000.0,-563000000.0,
ALX,"Alexander's, Inc.",REIT - Retail,202.82,USD,USD,1035860608.0,12-31,18.0,1164878000.0,1103137000.0,1341295000.0,176859000.0,226374000.0,,,43444000.0,54106000.0,-200025000.0,-13222000.0,
AM,Antero Midstream Corporation,Oil & Gas Midstream,16.73,USD,USD,8007078400.0,12-31,0.9,5232129000.0,3116958000.0,5761748000.0,2115171000.0,1176865000.0,428648000.0,87996000.0,400892000.0,843994000.0,-601327000.0,-242733000.0,
AMBC,"Ambac Financial Group, Inc.",Insurance - Specialty,7.62,USD,USD,389314944.0,12-31,0.0,1006906000.0,150000000.0,8058378000.0,856906000.0,235815000.0,,,-556449000.0,762000.0,194219000.0,-166371000.0,
AMBP,Ardagh Metal Packaging S.A.,Packaging & Containers,2.78,USD,USD,1661605888.0,12-31,0.4,3760000000.0,3902000000.0,5462000000.0,-142000000.0,4908000000.0,4278000000.0,428000000.0,-3000000.0,450000000.0,-81000000.0,-179000000.0,
AMC,"AMC Entertainment Holdings, Inc",Entertainment,2.72,USD,USD,1174904064.0,12-31,0.0,2314600000.0,8276900000.0,8247500000.0,-1760500000.0,4637200000.0,1544800000.0,3099200000.0,-352600000.0,-50800000.0,68400000.0,-242900000.0,
AMCR,Amcor plc,Packaging & Containers,9.56,USD,USD,13817451520.0,06-30,0.505,10580000000.0,7187000000.0,16524000000.0,3881000000.0,13640000000.0,10928000000.0,1401000000.0,730000000.0,1321000000.0,-857000000.0,-476000000.0,
AME,"AMETEK, Inc.",Specialty Industrial Machinery,159.65,USD,USD,36838760448.0,12-31,1.12,11735025000.0,2134457000.0,14631169000.0,9655304000.0,6941180000.0,4464713000.0,696905000.0,1376124000.0,1828848000.0,-1602454000.0,-244808000.0,
AMG,"Affiliated Managers Group, Inc.",Asset Management,158.48,USD,USD,4561672192.0,12-31,0.04,5965500000.0,2620200000.0,8830900000.0,3345300000.0,2040900000.0,915300000.0,418900000.0,511600000.0,932100000.0,-1175900000.0,379100000.0,
AMH,American Homes 4 Rent,REIT - Residential,37.27,USD,USD,15710684160.0,12-31,1.04,12170686000.0,5027071000.0,13381151000.0,7159924000.0,1728697000.0,755204000.0,560600000.0,412426000.0,811535000.0,142696000.0,-825876000.0,
AMN,AMN Healthcare Services Inc,Medical Care Facilities,18.04,USD,USD,689140672.0,12-31,0.0,1762492000.0,1097797000.0,2415727000.0,706620000.0,2983781000.0,2064405000.0,799592000.0,-146979000.0,320418000.0,-259448000.0,-79938000.0,
AMP,"Ameriprise Financial, Inc.",Asset Management,467.65,USD,USD,44807417856.0,12-31,5.79,10691000000.0,5472000000.0,181403000000.0,5228000000.0,17264000000.0,,,3401000000.0,6595000000.0,-5165000000.0,-551000000.0,
AMPX,"Amprius Technologies, Inc.",Electrical Equipment & Parts,2.17,USD,USD,255901600.0,12-31,0.0,69472000.0,37759000.0,121125000.0,69472000.0,23567000.0,42497000.0,25470000.0,-44671000.0,-33352000.0,47153000.0,-3207000.0,
AMPY,Amplify Energy Corp.,Oil & Gas E&P,2.45,USD,USD,98824672.0,12-31,0.0,535912000.0,132467000.0,747076000.0,408912000.0,294681000.0,193963000.0,65228000.0,12946000.0,51293000.0,9995000.0,-82034000.0,
AMR,"Alpha Metallurgical Resources, ",Coking Coal,124.35,USD,USD,1623103232.0,12-31,0.0,1655281000.0,5784000.0,2438708000.0,1649497000.0,2957285000.0,2625632000.0,103799000.0,187579000.0,579919000.0,-128897000.0,-230986000.0,
AMRC,"Ameresco, Inc.",Engineering & Construction,9.68,USD,USD,508598848.0,12-31,0.0,2646488000.0,1703278000.0,4158508000.0,1013225000.0,1769928000.0,1513837000.0,174100000.0,56757000.0,117598000.0,313944000.0,-386637000.0,
AMT,American Tower Corporation (REI,REIT - Specialty,220.97,USD,USD,103440039936.0,12-31,6.48,39884000000.0,43954100000.0,61077400000.0,3382200000.0,10127200000.0,2574400000.0,2949800000.0,2255000000.0,5290500000.0,-5452400000.0,410600000.0,
AMTB,Amerant Bancorp Inc.,Banks - Regional,19.14,USD,USD,818288576.0,12-31,0.36,1789112000.0,1004716000.0,9901734000.0,890467000.0,305293000.0,,,-15752000.0,82194000.0,762957000.0,-576664000.0,
AMTD,AMTD IDEA Group,Asset Management,1.05,USD,USD,1092461952.0,12-31,0.0,1382662000.0,96548000.0,1486590000.0,1286496000.0,177338000.0,20083000.0,69793000.0,142994000.0,39978000.0,209348000.0,-266967000.0,
AMTM,"Amentum Holdings, Inc.",Specialty Business Services,19.15,USD,USD,4659271680.0,09-27,0.0,9139000000.0,4939000000.0,11974000000.0,4460000000.0,8388000000.0,7590000000.0,581000000.0,-82000000.0,47000000.0,-382000000.0,475000000.0,
AMWL,American Well Corporation,Health Information Services,7.8,USD,USD,121758000.0,12-31,0.0,304772000.0,8201000.0,435968000.0,304772000.0,254364000.0,155412000.0,316486000.0,-208143000.0,-127338000.0,1381000.0,-18652000.0,
AMX,"America Movil, S.A.B. de C.V.",Telecom Services,16.55,USD,MXN,50252419072.0,12-31,0.0,867389597000.0,625846208000.0,1564185960000.0,366712545000.0,816012844000.0,316476140000.0,332804477000.0,76110617000.0,248092195000.0,-84947168000.0,-164989416000.0,
AN,"AutoNation, Inc.",Auto & Truck Dealerships,169.05,USD,USD,6634705408.0,12-31,0.0,10755100000.0,8654700000.0,13001700000.0,2457300000.0,26765400000.0,21980000000.0,3560200000.0,692200000.0,314700000.0,-300600000.0,12300000.0,
ANET,"Arista Networks, Inc.",Computer Hardware,68.67,USD,USD,86224109568.0,12-31,0.0,9994807000.0,,14043921000.0,9994807000.0,7003146000.0,2511843000.0,1546687000.0,2852054000.0,3708235000.0,-421810000.0,-2457354000.0,
ANF,Abercrombie & Fitch Company,Apparel Retail,74.94,USD,USD,3662250496.0,02-01,0.0,1335628000.0,951613000.0,3299887000.0,1335628000.0,4948587000.0,1773926000.0,2433841000.0,566223000.0,710376000.0,-534877000.0,-297703000.0,
ANRO,"Alto Neuroscience, Inc.",Biotechnology,2.26,USD,USD,61182944.0,12-31,0.0,163018000.0,16944000.0,177542000.0,151460000.0,0.0,,,-61431000.0,-47424000.0,135691000.0,-2075000.0,
ANVS,"Annovis Bio, Inc.",Biotechnology,1.47,USD,USD,28644714.0,12-31,0.0,9307646.0,,13925633.0,9307646.0,0.0,,,-24590375.0,-21894604.0,26691800.0,,
