Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow,Past Annual R&D
000026.SZ,FIYTA PRECISION TE,Luxury Goods,10.37,CNY,CNY,4038233600.0,12-31,0.4,3515930955.12,222691277.61,4007690717.02,3391843200.61,3940530934.07,2476197934.43,1146040229.45,220350184.99,536730960.29,-411345519.74,-110891500.82,
000027.SZ,SHN ENERGY GROUP,Utilities - Regulated Electric,6.18,CNY,CNY,29400668160.0,12-31,0.15,105762729416.26,68818567779.92,161370866988.46,48415711184.88,41213608804.88,33111085340.57,2229855713.4800005,2005148708.38,9611803315.56,-2026728710.95,-11714726566.42,
000028.SZ,CN ACCORD MEDICINE,Medical Distribution,24.67,CNY,CNY,12715313152.0,12-31,0.366,20686431347.62,5332648451.94,47555860415.22,17669528375.65,74378494389.57,66129208570.94,6575515980.54,642493449.76,3271468297.03,-1831236148.02,-150685609.43,
000029.SZ,SHN SEZ REAL EST,Real Estate - Diversified,15.41,CNY,CNY,14026443776.0,12-31,0.0,3575949171.24,97725025.65,5987780656.67,3512112493.42,407022191.44,332325650.3,99182281.26,-176710947.65,-127403949.79,-121250684.41,-89680922.03,
000030.SZ,FAWER AUTOMOTIVE P,Auto Parts,5.99,CNY,CNY,10288243712.0,12-31,0.15,8605919542.75,1226271145.14,18035027402.14,7933585149.19,16468392260.56,14564938662.27,1429457774.6599998,676188915.08,469872166.96,-397393878.99,123806173.53,
000031.SZ,GRANDJOY HOLDINGS,Real Estate - Development,2.72,CNY,CNY,11658763264.0,12-31,0.0,62522427315.94,67891652041.15,178574917228.68,10595809900.29,35790676999.47,28001447915.46,3731799904.7400002,-2976784327.74,6617322861.11,-9314361186.93,491176853.98,
000032.SZ,SHENZHEN SED INDUS,Engineering & Construction,21.32,CNY,CNY,24261306368.0,12-31,0.11,13844304944.9,9548485990.43,56518387860.33,6488818048.97,56283718641.15,49934432344.04,4459465122.25,329641229.16,655307988.03,190949594.53,-425781754.24,
000034.SZ,DIGITAL CHINA GROU,Information Technology Services,36.87,CNY,CNY,26224191488.0,12-31,0.267,25347086653.29,16413524986.75,45374215466.38,9245179332.39,128166392637.76,122769551323.84,2938288369.79,752694649.23,2504566070.05,-2039257607.13,-398960967.8,
000035.SZ,CHINA TIANYING INC,Waste Management,4.41,CNY,CNY,11028440064.0,12-31,0.021,17418826651.12,8127347231.19,28112154208.19,10650951399.1,5323630811.01,3854059764.39,635771288.1599998,337295273.42,480813852.54,1325785571.31,-2177906203.28,
000036.SZ,CHINA UNION HOLD L,Real Estate - Development,3.72,CNY,CNY,5520219648.0,12-31,0.0,5873409296.51,631357615.84,8398113069.37,5336409296.51,565203430.15,283318066.71,221757346.45,81627722.81,-938119312.33,-173572464.32,-824368680.29,
000037.SZ,SHENZHEN NANSHAN P,Utilities - Regulated Electric,8.4,CNY,CNY,3284710656.0,12-31,0.0,1753995584.27,275207754.69,2012736635.59,1485380575.08,442971955.85,415446732.39,117759320.0,21908828.57,-37635766.05,-102226508.78,300156022.79,
000039.SZ,CHINA INTL MARINE,Metal Fabrication,7.57,CNY,CNY,31644721152.0,12-31,0.176,86293288000.0,39839928000.0,174752236000.0,51619332000.0,177664098000.0,155417338000.0,12372562000.0,2972343000.0,9263870000.0,-4243987000.0,-6630289000.0,
000040.SZ,TUNGHSU AZURE RENE,Utilities - Renewable,0.49,CNY,CNY,728566336.0,12-31,0.0,15040485087.5,7959702247.01,23807858397.85,11099605139.12,1489483032.52,1131830858.56,165686061.27999997,-175925310.99,380248620.39,-761539583.88,-94067737.42,
000042.SZ,SHN CENTRALCON INV,Real Estate - Development,7.21,CNY,CNY,4793431552.0,12-31,0.0,11653170849.41,8742655761.19,30945163962.69,5735926671.6,7620571730.5,5011922356.31,1566245839.43,-1844825335.86,1351914948.89,-1518308889.94,46049523.46,
000045.SZ,SHN TEXTILE HLDGS,Textile Manufacturing,9.96,CNY,CNY,4730482176.0,12-31,0.071,3114258780.25,235232989.15,5232150397.33,2951869910.25,3335283008.68,2795859934.82,249171646.08000004,89371134.24,231264525.09,-466358420.51,75201416.37,
000048.SZ,SHENZHEN KINGKEY S,Farm Products,15.54,CNY,CNY,8240582144.0,12-31,0.73,5626207813.16,2119006062.65,10950030198.75,4291838163.69,5960479688.87,4288975054.21,549741713.27,713795295.65,997453274.96,-1012118554.67,-237852650.8,
000049.SZ,SHENZHEN DESAY BAT,Electronic Components,21.07,CNY,CNY,8104343552.0,12-31,0.0,10172429197.75,4009330599.49,16993299577.74,6578542940.36,20859251590.68,18695095059.54,1422806052.6899998,413011992.42,365595069.97,-268308270.63,-2389455178.25,
000050.SZ,TIANMA MICROELECTR,Consumer Electronics,7.89,CNY,CNY,19391647744.0,12-31,0.0,52354232134.46,34425151042.94,81235165602.39,27251327182.02,33494295787.75,29046070794.75,3261154208.99,-668579178.38,5751856931.54,-3481925772.58,-4380537363.98,
000055.SZ,CHINA FANGDA GP CO,Building Products & Equipment,3.92,CNY,CNY,3235958016.0,12-31,0.0,8926500328.83,2942723691.01,13555387225.21,6125803906.35,4424224197.71,3588142296.48,441520087.82,144813705.53,270894093.43,228617143.74,-248694452.48,
000056.SZ,SHENZHEN WONGTEE I,Real Estate - Development,3.01,CNY,CNY,3043320832.0,12-31,0.0,1819831825.83,4257085643.51,8777131488.11,994363805.87,1171704287.31,877696035.54,169172214.04999998,-1126749099.86,313295473.82,-196549258.67,-45522445.42,
000058.SZ,SHN SEG CO,Real Estate Services,8.22,CNY,CNY,8475066880.0,12-31,0.013,2540084266.51,794519157.75,5065402435.76,2007073603.17,1711470295.1,1291129401.07,165255411.91999996,37561269.9,239470643.15,-360828202.1,-35090993.32,
000059.SZ,NORTH HUAJIN CHEMI,Chemicals,5.22,CNY,CNY,8349076480.0,12-31,0.018,19100219430.44,11458300797.62,28071962118.94,11480219430.44,34596123962.95,32002084365.61,5046522222.82,-2794763928.73,459656992.97,-618749599.38,-1192880446.3,
000060.SZ,SHN ZHONGJIN LINGN,Other Industrial Metals & Mining,4.6,CNY,CNY,17192960000.0,12-31,0.087,32142056739.23,19474001183.77,45836502702.57,14200254239.92,59862362351.41,56175323655.45,1708153804.4,1081867493.96,795590086.2,1002080511.58,-2282972885.84,
000061.SZ,SHENZHEN AGRICULTU,Food Distribution,6.61,CNY,CNY,11216906240.0,12-31,0.11,12367243467.65,7206218139.37,21284059965.59,6112629661.05,5490136004.9,3941130264.04,758985378.8399999,448938961.24,1006844872.47,-381246076.61,-441783670.54,
000062.SZ,SHN HUAQIANG IND,Electronics & Computer Distribution,24.28,CNY,CNY,25394696192.0,12-31,0.43,13416009589.17,7061038393.64,17549253677.62,6957811881.07,21953724057.41,20103475044.05,964347051.8799999,212965894.74,1442202098.11,-1515114231.37,-17897333.73,
000063.SZ,ZTE CORP,Communication Equipment,31.7,CNY,CNY,143449800704.0,12-31,0.0,124899348000.0,58656548000.0,207323230000.0,72808483000.0,121298752000.0,75311066000.0,35652269000.0,8424792000.0,11479844000.0,-5818375000.0,-28672419000.0,
000065.SZ,NORINCO INTL CO,Engineering & Construction,10.69,CNY,CNY,11453158400.0,12-31,0.149,12664404487.94,6083672319.37,24451332685.01,9458689738.39,19079925410.56,16633668465.6,935828366.79,1049512515.37,653348422.93,89696635.63,-166671025.09,
000066.SZ,CHINA GREATWALL TE,Computer Hardware,14.59,CNY,CNY,47064420352.0,12-31,0.0,22028566298.38,10741691848.83,34131823790.93,12682285531.11,13420233900.29,10519312252.66,2715329936.79,-977252427.62,437124077.82,121462851.1,-768925666.81,
000068.SZ,SHENZHEN HUAKONG S,Electronic Components,3.28,CNY,CNY,3301877504.0,12-31,0.0,1391892703.99,844154466.52,4066401236.23,712525669.43,1009783945.13,963632584.02,102174310.97,13112776.37,199464836.0,-367523869.5,4858209.85,
000069.SZ,SHENZHEN OVERSEAS,Lodging,2.44,CNY,CNY,19612135424.0,12-31,0.0,146289696979.3,133538345698.97,324197559545.06,53188671102.26,54407299587.95,47304535881.39,6132878668.490001,-8662299644.25,5362213679.58,-13350773156.76,-1361649152.89,
000070.SZ,SHN SDG INFORMA,Communication Equipment,5.97,CNY,CNY,5375059456.0,12-31,0.0,3662102007.47,2294503902.49,6461218194.98,1501541577.59,4409404867.78,3675938085.02,618745032.56,-402566084.98,372715369.71,-698176817.11,169170544.37,
000078.SZ,SHN NEPTUNUS BIO,Drug Manufacturers - Specialty & Generic,2.28,CNY,CNY,5998953472.0,12-31,0.0,14035541341.42,11398184675.91,32304686545.78,3002922640.59,36418770306.16,32865445209.55,2667785648.82,-1689944687.46,-410189287.8,724841709.35,-140424693.13,
000088.SZ,SHN YAN TIAN PORT,Marine Shipping,4.62,CNY,CNY,24021596160.0,12-31,0.182,17205414435.28,3967327512.49,22017675381.16,13300291410.79,893206853.49,631747214.47,156608065.31,1108328112.53,472191232.29,-948839473.16,1550382386.19,
000089.SZ,SHN AIRPORT,Airports & Air Services,6.79,CNY,CNY,13924728832.0,12-31,0.0,15119887408.47,10502006480.96,24173020057.56,11115112901.01,4164718288.9,3718182571.73,60163984.900000036,396692272.66,1150879619.95,-711243563.86,-48106284.04,
000090.SZ,SHN TAGEN GROUP,Engineering & Construction,3.82,CNY,CNY,7137861120.0,12-31,0.0,26553122964.47,16024197052.18,63902869221.23,14589498474.27,21357354258.66,17954869511.73,1705836281.7399998,620571968.02,1140237944.85,-1553199889.12,-216422363.81,
000096.SZ,SHENZHEN GUANGJU E,Oil & Gas Refining & Marketing,17.37,CNY,CNY,9171360768.0,12-31,0.0,2721267028.34,10956351.99,2925323127.58,2711267028.34,2552770352.14,2365057605.37,123244274.58000001,88145803.49,49591627.6,-10018401.71,-358022613.93,
000099.SZ,CITIC OFFSHORE HEL,Integrated Freight & Logistics,22.78,CNY,CNY,17672040448.0,12-31,0.125,5321563823.38,811493593.88,7071877990.36,5321563823.38,2163321977.59,1664849766.84,81902333.56,303229956.33,612962070.26,-318167240.37,-1011568334.73,
000100.SZ,TCL TECHNOLOGY GRO,Semiconductor Equipment & Materials,4.03,CNY,CNY,75679776768.0,12-31,0.08,189166515000.0,166613596000.0,382859086000.0,52921866000.0,174446172000.0,148786959000.0,14093451000.0,2214934000.0,25314756000.0,1791764000.0,-40797056000.0,
000151.SZ,CHINA NAT COMP PLA,Industrial Distribution,13.77,CNY,CNY,4645598720.0,12-31,0.0,1543724532.77,917686081.21,3301727453.14,663479141.52,3067328627.17,3254123202.75,285787365.04999995,-262659022.14,599459359.85,-543470714.1,212924596.51,
000153.SZ,ANHUI FENGYUAN PHA,Drug Manufacturers - Specialty & Generic,5.97,CNY,CNY,2774700800.0,12-31,0.1,2695035371.31,984671384.81,4698947415.21,2019573061.58,4284620583.14,3352142795.05,685810795.03,160834825.11,126235149.21,50626346.92,-251454730.89,
000155.SZ,SICHUAN NEW ENERGY,Chemicals,10.36,CNY,CNY,19126321152.0,12-31,0.16,15583723620.14,9300551666.2,21770586941.78,7387846886.2,3312969748.7,1410991633.71,285012271.3700001,797428688.84,1537958308.11,993538532.92,-2105228863.32,
000156.SZ,WASU MEDIA HOLDING,Entertainment,7.57,CNY,CNY,14026680320.0,12-31,0.18,15011798960.64,273475875.55,29034883409.93,14938165914.22,9394570758.66,6537828618.38,2478812001.05,534000266.4,1939935714.22,-1119265490.22,-1426319959.35,
000157.SZ,ZOOMLION HVY IND S,Farm & Heavy Construction Machinery,7.45,CNY,CNY,61114957824.0,12-31,0.3,73975744359.85,26808807969.53,123745691290.43,57137084576.4,45478184506.84,32668224799.37,8453308935.44,3520377530.14,2142055023.05,-679321037.8,-2921529031.55,
000158.SZ,SHIJIAZHUANG CHAN,Textile Manufacturing,20.4,CNY,CNY,32611848192.0,12-31,0.0,10496613746.73,5703200310.77,17259750622.2,5854752581.58,9007201323.86,7978698838.58,697318216.95,-96215247.58,1097674896.47,133148164.81,-149542043.51,
000159.SZ,XINJIANG INTL IND,Oil & Gas Refining & Marketing,5.21,CNY,CNY,2504374272.0,12-31,0.0,2635253513.22,749924977.26,3426764065.84,2022368712.27,2576415793.29,2324682015.64,137428376.02,-438782036.33,447826258.77,126002023.57,-438483236.78,
000166.SZ,SHENWAN HONGYUAN G,Capital Markets,4.71,CNY,CNY,110958657536.0,12-31,0.063,270981095343.73,167073307132.15,697596593301.18,104784096825.06,24111197189.25,,,5210661908.61,26417679792.44,-11286196229.04,15654900288.09,
000301.SZ,JIANGSU EASTERN SH,Chemicals,8.55,CNY,CNY,56525930496.0,12-31,0.1,150261652039.7,129132592361.5,190214802161.82,35451093147.62,140439738058.63,124613404201.31,9936085256.22,717031594.87,8342940306.17,9983325823.45,-22045972648.12,
000333.SZ,MIDEA GROUP CO LTD,"Furnishings, Fixtures & Appliances",72.16,CNY,CNY,550401146880.0,12-31,3.5,261517138000.0,86255072000.0,604351853000.0,216750057000.0,409084266000.0,299584935000.0,68377065000.0,38537237000.0,60511572000.0,22697954000.0,-87901802000.0,
000338.SZ,WEICHAI POWER CO,Auto Manufacturers,15.25,CNY,CNY,131228540928.0,12-31,0.719,104071284594.97,43237164083.66,343879412547.54,86696358548.97,215690504589.82,167304917397.32,29849516179.05,11403288984.59,26094123939.28,-13838085029.6,-28911027947.19,
000400.SZ,XJ ELECTRIC,Electrical Equipment & Parts,22.52,CNY,CNY,22944952320.0,12-31,0.419,11526912098.44,353950840.57,25264618662.84,11295271308.57,17089133346.79,13539026478.09,2042257138.4699998,1116925147.02,1298911206.62,-356003289.79,-385740761.82,
000401.SZ,TANGSHAN JIDONG CE,Building Materials,4.92,CNY,CNY,13078443008.0,12-31,0.1,42081150756.75,20346165176.29,59313896919.67,27661746583.48,25286646897.45,20708602686.31,4550051023.2300005,-991024259.22,3181159619.89,-888487215.0,-1697751191.04,
000402.SZ,FINANCIAL STREET H,Real Estate - Development,2.93,CNY,CNY,8757565440.0,12-31,0.0,106536381104.24,72307621508.53,144371852580.58,35938181588.51,12570632811.21,11647748306.78,1477234194.31,-1945571279.59,6057775306.87,-9634607103.71,373995863.08,
000403.SZ,PACIFIC SHUANGLIN,Biotechnology,22.19,CNY,CNY,16222555136.0,12-31,0.35,7875299786.56,496019659.55,8630474084.53,7428649258.06,2328723280.44,1129878426.98,552327455.5,612111043.76,679006330.6,38236897.11,-289211297.74,
000404.SZ,CHANGHONG HUAYI CO,Specialty Industrial Machinery,6.95,CNY,CNY,4837172224.0,12-31,0.0,4807862237.14,817824924.35,13591963974.51,4113449525.84,11966527971.76,10438267461.34,811216401.73,450210134.65,769849682.34,-1298333682.57,-84883744.9,
000407.SZ,SHANDONG SHENGLI,Oil & Gas Refining & Marketing,3.23,CNY,CNY,2842674432.0,12-31,0.042,4151911563.39,1504543288.9,6647046354.46,2958035331.45,4225821777.57,3543211543.99,425154281.51000005,117241568.5,317769705.01,-549934130.75,200496277.88,
000408.SZ,ZANGGE MINING CO L,Chemicals,36.04,CNY,CNY,56591089664.0,12-31,0.26,13885071905.51,35140155.17,15083281912.76,13865071905.51,3250800389.88,1790881790.62,648188068.85,2579985938.8,919201790.93,-1621142133.46,-31444514.04,
000409.SZ,YUNDING TECHNOLOGY,Conglomerates,10.93,CNY,CNY,7413501952.0,12-31,0.0,1514330909.37,33792713.05,2740035363.34,1514330909.37,1350860731.45,908036171.44,308380136.01,92743489.75,184111117.11,-73528474.27,51931247.23,
000410.SZ,SHENYANG MACHINE T,Specialty Industrial Machinery,6.86,CNY,CNY,14164185088.0,12-31,0.0,1205461078.77,577524210.65,3170940138.2,1044391575.07,1501401473.96,1398799018.51,83280820.14,34756961.87,148050311.11,-350851967.46,7785466.27,
000411.SZ,ZHEJIANG INTL GP C,Drug Manufacturers - General,10.46,CNY,CNY,5459000832.0,12-31,0.305,6563124437.92,2543002043.95,13908856860.12,4253450158.03,32052121586.44,29858902929.99,1292980375.5699997,488732096.82,425313727.37,363931015.64,-64970727.98,
000415.SZ,BOHAI LEASING CO,Rental & Leasing Services,2.92,CNY,CNY,18058799104.0,12-31,0.0,224110299000.0,213387754000.0,286399306000.0,31470660000.0,38431263000.0,22783470000.0,1902752000.0,903941000.0,25467833000.0,3951352000.0,-11448767000.0,
000417.SZ,HEFEI DEPARTMENT S,Department Stores,6.17,CNY,CNY,4811884544.0,12-31,0.11,5515510597.82,1822412229.8,13149717632.02,4595250310.47,6688042904.45,4836755682.54,1571227056.54,264027711.93,835348029.69,-604149725.06,-1220042387.88,
000419.SZ,C/TONGCHENG HOLD C,Department Stores,5.92,CNY,CNY,3218011136.0,12-31,0.0,3735468040.28,748689998.13,5938147655.64,3460072712.28,2082520315.05,1478773901.5,424464881.38,150257586.93,160361478.28,-75130827.12,-107389687.39,
000420.SZ,JILIN CHEMICAL FIB,Textile Manufacturing,3.7,CNY,CNY,9097819136.0,12-31,0.0,7734433235.18,3876180360.26,10685992593.29,4362740918.53,3736729964.21,3248844907.49,164805592.84000003,32185641.43,242993409.85,36629598.32,-513782086.75,
000421.SZ,NANJING PUBLIC UTI,Railroads,5.91,CNY,CNY,3404520448.0,12-31,0.06,5584469397.48,3834348166.55,14414238022.03,2716279477.94,6569468128.92,5678161326.93,629122590.94,45922644.29,605327478.64,19593410.84,-787113177.58,
000422.SZ,HUBEI YIHUA CHEM,Agricultural Inputs,11.99,CNY,CNY,12979294208.0,12-31,0.2,19235698755.01,12622102688.53,26713229478.69,7362231444.59,16963593887.39,14632005601.52,1502676894.62,652544554.42,768224617.68,4263251106.4,-4547075547.89,
000423.SZ,DONG-E-E-JIAO CO,Drug Manufacturers - Specialty & Generic,62.89,CNY,CNY,40499716096.0,12-31,2.417,10310173764.03,39157359.09,13087136728.33,10310173764.03,5920785955.41,1633041966.1,2640163148.42,1557000775.65,2170810025.93,-1978495082.57,-3266447967.38,
000425.SZ,XCMG CONSTRUCTION,Farm & Heavy Construction Machinery,9.0,CNY,CNY,106345799680.0,12-31,0.18,84630308786.35,44182587994.74,161994607612.63,56144670380.1,92848220501.93,72064271966.44,13125816001.030003,5326470288.96,3570913424.62,-7778406871.27,1411388561.08,
000426.SZ,INNER MONGOLIA XIN,Other Industrial Metals & Mining,12.41,CNY,CNY,22035693568.0,12-31,0.065,8008822141.86,1716796908.97,11083437191.46,6476277712.61,3706005008.22,1746399994.53,617681034.3600001,969344844.83,1749643341.0,-582995878.34,-949849771.43,
000428.SZ,HUATIAN HOTEL GP,Lodging,3.32,CNY,CNY,3382847488.0,12-31,0.0,3232027070.7,2108693081.74,4627161818.32,1549995632.26,603895488.28,506213549.2,226662836.82999998,-181259888.08,87814003.0,-77463429.2,-42401464.64,
000429.SZ,GUANGDONG PROV EXP,Infrastructure Operations,13.73,CNY,CNY,26515238912.0,12-31,0.523,17196365069.53,7748241454.3,22441664114.93,10468100319.53,4569903078.72,1631074265.11,220139153.6800003,1562122219.95,3256363593.91,-1656485372.05,-2037294574.95,
000430.SZ,ZHANG JIA JIE TOUR,Lodging,6.98,CNY,CNY,2825629440.0,12-31,0.0,1160330565.86,1264556994.47,2087096477.13,289599399.2,431606227.65,368801297.31,104715566.19,-582091783.44,90112822.06,-78867517.9,-34697850.99,
000488.SZ,SHANDONG CHENMING,Paper & Paper Products,1.79,CNY,CNY,3656755200.0,12-31,0.0,40700125362.26,33159050440.55,63509295142.08,9156104358.91,22729474852.76,22144828668.43,2002829703.6999998,-7410784491.65,2623191664.6,-3724920976.43,465801638.95,
000498.SZ,SHANDONG HI-SPEE,Engineering & Construction,5.85,CNY,CNY,9131849728.0,12-31,0.0,57043103632.88,35216989276.57,163360746620.03,24293763093.36,71348284153.46,61927389782.02,3941112235.210001,2322338512.26,-5139084393.44,6257043451.08,-2111419370.5,
000501.SZ,WUSHANG GROUP CO L,Department Stores,9.57,CNY,CNY,7359263232.0,12-31,0.0,18416481777.22,8603071610.77,30385433633.76,10976763782.62,6703738005.55,3415168681.17,2756014686.29,215989859.65,1286182130.88,-1268767749.42,-411213357.21,
000503.SZ,CHINA REFORM HEALT,Healthcare Plans,10.44,CNY,CNY,10244908032.0,12-31,0.0,1610457892.1,193940276.1,1951543466.24,1420251225.49,330126718.06,248139370.7,188553843.45,-79791984.63,-102215067.8,907976613.96,-51947965.59,
000504.SZ,NANHUA BIO-MEDICIN,Biotechnology,6.57,CNY,CNY,2168251136.0,12-31,0.0,285057742.84,44277014.22,771382516.09,256941198.37,136790924.97,43686454.74,102157552.61,-28172625.54,36276713.53,226632812.56,12753243.23,
000505.SZ,HAINAN JINGLIANG,Packaged Foods,6.57,CNY,CNY,4477658624.0,12-31,0.018,4754148753.47,2205224868.65,6700959305.96,3143289575.69,11434843516.27,10914648084.71,376645525.22,26130520.86,-109470721.95,-53480725.56,33746967.91,
000506.SZ,ZHONGRUN RESOURCES,Real Estate - Development,6.7,CNY,CNY,6224420352.0,12-31,0.0,781970215.46,176800107.87,2342364546.09,696792825.18,284375485.72,293127929.56,85059447.92,30017328.62,-16060081.72,22830170.96,-10090028.72,
000507.SZ,ZHUHAI PORT HOLDIN,Marine Shipping,5.47,CNY,CNY,5030949888.0,12-31,0.012,12626069995.91,7442935254.67,20670779212.78,6668799590.98,5456054195.13,4130042753.89,586228819.9300001,277222171.22,1189534423.09,248868955.63,-1348570884.17,
000509.SZ,HUASU HOLDINGS,Building Products & Equipment,3.05,CNY,CNY,3273046528.0,12-31,0.0,303272667.14,156635392.8,752511557.82,148059014.36,740746279.64,677330275.16,61241218.449999996,12616502.91,12490787.48,48251930.4,-44233169.77,
000510.SZ,SICHUAN XINJINLU G,Chemicals,6.61,CNY,CNY,4286875904.0,12-31,0.0,1587641564.62,420985306.57,2584837238.82,1270261127.68,2589304485.83,2408812856.68,295620813.68,-176643061.36,-121123896.5,120179420.95,-212587071.03,
000513.SZ,LIVZON PHARMACEUTI,Drug Manufacturers - Specialty & Generic,35.31,CNY,CNY,29273264128.0,12-31,1.1,17783069301.7,3982579726.07,24455825697.18,13862334189.33,11812338854.68,4081106956.93,4901107720.969999,2061095803.97,2978847526.76,-2485883057.09,-660327718.05,
000514.SZ,CHONGQING YUKAIFA,Real Estate - Development,4.57,CNY,CNY,3856033536.0,12-31,0.012,4464135689.92,1172430882.17,8055263806.75,3749153960.73,1329659341.22,842922246.25,113664341.85000002,105730824.17,-189955616.17,554438176.46,-791272539.91,
000516.SZ,XIAN INTERNATIONAL,Medical Care Facilities,5.08,CNY,CNY,11482729472.0,12-31,0.0,7494885795.53,4636327774.21,10636321992.89,3674927755.19,4815466752.34,4360364605.85,641303824.21,-254128508.13,1009119813.21,-898332467.85,-506187980.8,
