Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow,Past Annual R&D
0660.HK,WAI CHUN BIOTEC,Chemicals,0.061,HKD,HKD,10460036.0,06-30,0.0,96526000.0,134335000.0,240231000.0,-35005000.0,773654000.0,723241000.0,35874000.0,-15433000.0,-413000.0,11534000.0,-12523000.0,
0661.HK,CDAYENONFER,Copper,0.046,HKD,CNY,823197632.0,12-31,0.0,18590344000.0,15675540000.0,26112955000.0,3043414000.0,44784723000.0,42970448000.0,1035623000.0,-56327000.0,-1315076000.0,2331509000.0,-844590000.0,
0662.HK,ASIA FINANCIAL,Insurance - Life,4.0,HKD,HKD,3698480128.0,12-31,0.145,10748846000.0,3780000.0,15035394000.0,10748846000.0,2131290000.0,,,346753000.0,-602018000.0,-97550000.0,173107000.0,
0663.HK,"0663.HK,0P00009TA4,0",N/A,,HKD,HKD,121100520.0,N/A,0.0,534086000.0,124727000.0,541640000.0,415952000.0,147735000.0,136954000.0,53569000.0,108445000.0,-31721000.0,83063000.0,-58468000.0,
0666.HK,REPT BATTERO,Auto Parts,10.06,HKD,CNY,28951574528.0,12-31,0.0,20271633000.0,10027194000.0,38539480000.0,10271968000.0,17795914000.0,17058984000.0,1766478000.0,-1163089000.0,1156914000.0,26231000.0,-5298200000.0,
0667.HK,CHINA EAST EDU,Education & Training Services,5.18,HKD,CNY,11287168000.0,12-31,0.21,5749464000.0,1422210000.0,9484178000.0,5749464000.0,4116185000.0,2001650000.0,1456981000.0,512596000.0,1243870000.0,-755835000.0,-551724000.0,
0669.HK,TECHTRONIC IND,Tools & Accessories,76.05,HKD,USD,139290902528.0,12-31,0.291,7637097000.0,2106947000.0,12890489000.0,6363597000.0,14621616000.0,8726060000.0,4625261000.0,1121680000.0,2267646000.0,-1332780000.0,-606237000.0,
0670.HK,CHINA EAST AIR,Airlines,2.42,HKD,CNY,80887054336.0,12-31,0.0,129858000000.0,178454000000.0,276600000000.0,40532000000.0,132120000000.0,126498000000.0,4838000000.0,-4226000000.0,37314000000.0,-33928000000.0,-11176000000.0,
0672.HK,ZHONGAN GROUP,Real Estate - Development,0.132,HKD,CNY,743926912.0,12-31,0.0,18705648000.0,8634610000.0,48569768000.0,10219489000.0,14490232000.0,12964836000.0,926073000.0,479442000.0,2781430000.0,-4969267000.0,-25900000.0,
0673.HK,CHINA HEALTH,Medical Distribution,0.18,HKD,HKD,88496104.0,03-31,0.0,57545000.0,5655000.0,192316000.0,52037000.0,59930000.0,46292000.0,51315000.0,-40187000.0,-6403000.0,-1239000.0,-301000.0,
0674.HK,CHINA TANGSHANG,Real Estate Services,0.118,HKD,HKD,404559456.0,03-31,0.0,849456716.0,619031766.0,3115074507.0,665519570.0,877472298.0,773513514.0,139018353.0,-115060979.0,-221835980.0,-59969772.0,25660585.0,
0675.HK,K & P INT'L,Electronic Components,0.405,HKD,HKD,108137024.0,12-31,0.06,306759886.0,7425190.0,383668205.0,299759886.0,185786572.0,160137871.0,38159843.0,-26097860.0,34554259.0,-19234647.0,-9965283.0,
0676.HK,PEGASUS INT'L,Footwear & Accessories,0.95,HKD,USD,694117504.0,12-31,0.001,78780000.0,800000.0,99016000.0,78780000.0,6039000.0,2877000.0,3402000.0,451000.0,1992000.0,-1089000.0,271000.0,
0677.HK,GOLDEN RES DEV,Food Distribution,0.335,HKD,HKD,568632384.0,03-31,0.023,1319781000.0,425873000.0,2081220000.0,1319781000.0,2072294000.0,1267767000.0,703943000.0,106848000.0,211304000.0,-193545000.0,1424000.0,
0679.HK,ASIA TELE-NET,Specialty Industrial Machinery,0.83,HKD,HKD,317369568.0,12-31,0.03,1500700000.0,37138000.0,2136013000.0,1469072000.0,393328000.0,317834000.0,107391000.0,304179000.0,-89689000.0,-16408000.0,3332000.0,
0681.HK,CHI PEOPLE HOLD,Utilities - Regulated Gas,0.021,HKD,CNY,187625760.0,12-31,0.0,2581924000.0,101667000.0,3353205000.0,2500149000.0,2513521000.0,2200930000.0,254721000.0,-231749000.0,194920000.0,-31633000.0,-325369000.0,
0682.HK,CHAODA MODERN,Farm Products,0.255,HKD,CNY,42018648.0,06-30,0.0,192745000.0,4647000.0,234347000.0,192745000.0,74467000.0,50441000.0,49801000.0,-16785000.0,-664000.0,-2871000.0,54000.0,
0683.HK,KERRY PPT,Real Estate - Development,17.28,HKD,HKD,25078636544.0,12-31,1.35,162387658000.0,55215253000.0,208432382000.0,107256580000.0,13089628000.0,6368352000.0,2528204000.0,3243327000.0,4977256000.0,-47177000.0,-2453343000.0,
0684.HK,ALLAN INT'L,"Furnishings, Fixtures & Appliances",0.61,HKD,HKD,203163552.0,03-31,0.04,881672000.0,10665000.0,1092361000.0,871007000.0,484763000.0,445229000.0,86952000.0,-69131000.0,-38407000.0,-55779000.0,82945000.0,
0685.HK,MEDIA CHINESE,Publishing,0.18,HKD,USD,293560224.0,03-31,0.0,155406000.0,27428000.0,196511000.0,128333000.0,147018000.0,117194000.0,48410000.0,-12907000.0,6344000.0,14515000.0,23044000.0,
0686.HK,BJ ENERGY INTL,Utilities - Renewable,1.0,HKD,CNY,2199500032.0,12-31,0.092,72298000000.0,64487000000.0,90036000000.0,9249000000.0,5568000000.0,188000000.0,2993000000.0,42000000.0,4327000000.0,14178000000.0,-17518000000.0,
0687.HK,TYSAN HOLDINGS,Engineering & Construction,0.228,HKD,HKD,767457152.0,12-31,0.035,1411896000.0,141864000.0,1914834000.0,1283332000.0,2703266000.0,2640126000.0,73349000.0,-13038000.0,119688000.0,-92245000.0,-137387000.0,
0688.HK,CHINA OVERSEAS,Real Estate - Development,14.38,HKD,CNY,157387669504.0,12-31,0.564,630681964000.0,258718800000.0,923604091000.0,373017828000.0,202524069000.0,161371266000.0,6875899000.0,25609837000.0,35279337000.0,-35018289000.0,-4771356000.0,
0689.HK,EPI (HOLD)-NEW,Conglomerates,0.162,HKD,HKD,100317536.0,12-31,0.0,403453000.0,3919000.0,445095000.0,403453000.0,95168000.0,35288000.0,36296000.0,21500000.0,83159000.0,-1739000.0,1110000.0,
0690.HK,UNI-BIO GROUP,Biotechnology,0.068,HKD,HKD,406043680.0,12-31,0.003,302253000.0,56299000.0,409992000.0,257174000.0,484718000.0,91900000.0,324711000.0,70876000.0,98849000.0,24513000.0,-76144000.0,
0691.HK,SHANSHUI CEMENT,Building Materials,0.57,HKD,CNY,2481763072.0,12-31,0.0,24371218000.0,6099518000.0,30773414000.0,18329334000.0,18116387000.0,16203780000.0,1691541000.0,-883959000.0,424228000.0,1310377000.0,-1631609000.0,
0693.HK,TAN CHONG INT'L,Auto & Truck Dealerships,0.98,HKD,HKD,1973043840.0,12-31,0.075,19167674000.0,8787848000.0,23680252000.0,11052672000.0,12698567000.0,10181403000.0,2148127000.0,479285000.0,-880362000.0,602595000.0,-610895000.0,
0694.HK,BEIJING AIRPORT,Airports & Air Services,2.71,HKD,CNY,12409578496.0,12-31,0.0,24965410000.0,10833096000.0,32589339000.0,14887803000.0,4558524000.0,4424176000.0,1486441000.0,-1696788000.0,-575863000.0,585562000.0,-318637000.0,
0695.HK,DONGWU CEMENT,Building Materials,2.14,HKD,HKD,1181280000.0,12-31,0.0,797496000.0,262724000.0,1153702000.0,534855000.0,307263000.0,311750000.0,51000000.0,-36525000.0,-112295000.0,-783000.0,125533000.0,
0696.HK,TRAVELSKY TECH,Information Technology Services,10.84,HKD,CNY,31720118272.0,12-31,0.239,21422936202.01,1111808413.68,27500129430.98,20471132410.62,6983846860.77,655794409.51,4724066521.610001,1398952067.33,137427316.26,449447500.13,-796241303.01,
0697.HK,SHOUCHENG,Infrastructure Operations,1.49,HKD,HKD,10853846016.0,12-31,0.045,10916369000.0,3351293000.0,13829083000.0,9420688000.0,1215123000.0,708031000.0,295970000.0,410200000.0,249684000.0,-191629000.0,368431000.0,
0698.HK,TONGDA GROUP,Electronic Components,0.073,HKD,HKD,708067904.0,12-31,0.0,9626525000.0,2973715000.0,13302730000.0,6682824000.0,6521928000.0,6176145000.0,1361560000.0,-1229656000.0,7013000.0,674789000.0,-375441000.0,
0700.HK,TENCENT,Internet Content & Information,458.0,HKD,CNY,4170676436992.0,12-31,4.229,1312163000000.0,358112000000.0,1780995000000.0,973548000000.0,660257000000.0,311011000000.0,140460000000.0,194073000000.0,258521000000.0,-176494000000.0,-122187000000.0,
0701.HK,CNT GROUP,Specialty Chemicals,0.221,HKD,HKD,420715488.0,12-31,0.0,1494749000.0,178896000.0,1955433000.0,1323299000.0,495654000.0,321070000.0,167891000.0,-68579000.0,89633000.0,-160255000.0,-78581000.0,
0702.HK,SINO OIL & GAS,Thermal Coal,0.034,HKD,HKD,113744968.0,12-31,0.0,1983636000.0,2164518000.0,3731764000.0,-177753000.0,370177000.0,187997000.0,50788000.0,-1086976000.0,233500000.0,-71873000.0,-141806000.0,
0703.HK,FUTURE BRIGHT,Restaurants,0.129,HKD,HKD,89564952.0,12-31,0.0,739732000.0,458607000.0,1003720000.0,373160000.0,491112000.0,132184000.0,301732000.0,48588000.0,124555000.0,-96536000.0,-11935000.0,
0704.HK,HUSCOKE HLDGS,Thermal Coal,0.087,HKD,HKD,25262450.0,03-31,0.0,1134801000.0,220960000.0,1827185000.0,916613000.0,2403000.0,2400000.0,27327000.0,-35732000.0,4255000.0,-2999000.0,271000.0,
0707.HK,ATV HOLDINGS,Textile Manufacturing,0.078,HKD,CNY,153396368.0,12-31,0.0,-34769000.0,356081000.0,126937000.0,-390160000.0,105309000.0,127840000.0,64738000.0,-132383000.0,-28030000.0,46828000.0,-5129000.0,
0708.HK,EVERG VEHICLE,Medical Care Facilities,0.17,HKD,CNY,1843445888.0,12-31,0.0,-11160266000.0,26815253000.0,34850768000.0,-37644349000.0,1340148000.0,1391359000.0,3628513000.0,-11934199000.0,-251161000.0,170050000.0,-499486000.0,
0709.HK,GIORDANO INT'L,Apparel Retail,1.34,HKD,HKD,2165520384.0,12-31,0.14,2219000000.0,696000000.0,3856000000.0,2189000000.0,3873000000.0,1610000000.0,1799000000.0,345000000.0,942000000.0,-926000000.0,-155000000.0,
0710.HK,BOE VARITRONIX,Electronic Components,5.11,HKD,HKD,3981722368.0,12-31,0.17,4911072000.0,410692000.0,11464942000.0,4535286000.0,13448506000.0,11178266000.0,1976967000.0,391282000.0,1456688000.0,-430154000.0,-1782771000.0,
0711.HK,ASIA ALLIED INF,Engineering & Construction,0.45,HKD,HKD,836185472.0,03-31,0.0,5609015000.0,3202128000.0,8964908000.0,2459969000.0,8779017000.0,8203034000.0,404460000.0,72094000.0,-629006000.0,75141000.0,94666000.0,
0712.HK,COMTEC SOLAR,Solar,0.062,HKD,CNY,65715040.0,12-31,0.0,-62848000.0,85999000.0,207037000.0,-133636000.0,144645000.0,124061000.0,29784000.0,44456000.0,-18325000.0,18492000.0,-4425000.0,
0713.HK,WORLD HOUSEWARE,Building Products & Equipment,0.465,HKD,HKD,368334400.0,12-31,0.0,1451396000.0,61386000.0,3056413000.0,1451396000.0,380630000.0,337131000.0,102895000.0,-172132000.0,13164000.0,-62220000.0,113729000.0,
0715.HK,"0715.HK,0P00009S29,0",N/A,,HKD,HKD,403567488.0,N/A,0.0,4268678000.0,3052691000.0,16539823000.0,1249219000.0,28024000.0,2495000.0,193269000.0,-2420051000.0,-181081000.0,-510102000.0,681337000.0,
0716.HK,SINGAMAS CONT,Packaging & Containers,0.61,HKD,USD,1453148160.0,12-31,0.01,558615000.0,10721000.0,756467000.0,551780000.0,382470000.0,325942000.0,42766000.0,19438000.0,-20809000.0,-62071000.0,-118477000.0,
0717.HK,EMPEROR CAPITAL,Credit Services,0.051,HKD,HKD,343783360.0,09-30,0.0,3456080000.0,12418000.0,5273826000.0,3456080000.0,333841000.0,94537000.0,236318000.0,66361000.0,481304000.0,-218691000.0,-4098000.0,
0718.HK,TAI UNITED HOLD,Medical Distribution,0.026,HKD,HKD,136500512.0,12-31,0.0,706557000.0,1675377000.0,2556797000.0,-966989000.0,197990000.0,120280000.0,97607000.0,-1167985000.0,3749000.0,-55000000.0,-26363000.0,
0719.HK,SHANDONG XINHUA,Drug Manufacturers - Specialty & Generic,5.44,HKD,CNY,8320915456.0,12-31,0.275,6343284880.4,1666468535.99,9019601567.53,4991588524.78,8466309803.08,6424760721.71,1445217884.79,470023746.08,367610448.95,184778574.18,-212210722.59,
0720.HK,AUTO ITALIA,Real Estate Services,0.171,HKD,HKD,1041820928.0,12-31,0.0,694201000.0,487266000.0,797211000.0,212587000.0,31322000.0,10827000.0,29854000.0,-102136000.0,8245000.0,-9254000.0,-2436000.0,
0721.HK,"0721.HK,0P00009T9V,0",N/A,,HKD,HKD,296233216.0,N/A,0.0,139446000.0,11531000.0,159257000.0,129449000.0,76000.0,,,-387171000.0,-16465000.0,-1395000.0,-19496000.0,
0722.HK,UMP,Medical Care Facilities,0.39,HKD,HKD,316272448.0,06-30,0.034,777816000.0,172569000.0,1106420000.0,725942000.0,748489000.0,56238000.0,596851000.0,40643000.0,148785000.0,-117128000.0,-68488000.0,
0723.HK,RELIANCE GLO HL,Lumber & Wood Production,0.234,HKD,HKD,255958560.0,03-31,0.0,234642000.0,25311000.0,276583000.0,210155000.0,305613000.0,281100000.0,24649000.0,-4453000.0,98118000.0,-86885000.0,-654000.0,
0724.HK,RUIXIN INT'L,Electrical Equipment & Parts,0.105,HKD,HKD,8821827.0,12-31,0.0,-10493000.0,166664000.0,11890000.0,-175849000.0,74031000.0,84348000.0,43697000.0,-74915000.0,-3770000.0,4672000.0,-98000.0,
0725.HK,PERENNIAL INT'L,Electrical Equipment & Parts,0.56,HKD,HKD,111416480.0,12-31,0.05,409524000.0,501000.0,454852000.0,409524000.0,303527000.0,217101000.0,59651000.0,15746000.0,58535000.0,-29189000.0,-11300000.0,
0726.HK,DIT GROUP,Real Estate - Development,0.068,HKD,HKD,210963216.0,12-31,0.0,3607958000.0,1732401000.0,6334141000.0,1880478000.0,867161000.0,817289000.0,227118000.0,-315733000.0,10922000.0,2642000.0,-28978000.0,
0727.HK,CROWNICORP-NEW,Beverages - Wineries & Distilleries,1.49,HKD,HKD,473761888.0,03-31,0.0,929924000.0,810826000.0,1438155000.0,121198000.0,183461000.0,136138000.0,17212000.0,-126785000.0,270659000.0,-58980000.0,-32205000.0,
0728.HK,CHINA TELECOM,Telecom Services,5.9,HKD,CNY,732207710208.0,12-31,0.26,452068000000.0,65191000000.0,835814000000.0,442926000000.0,513551000000.0,215140000000.0,261283000000.0,30446000000.0,137508000000.0,-33477000000.0,-95492000000.0,
0730.HK,CAPITAL IND FIN,Credit Services,0.117,HKD,HKD,462610976.0,12-31,0.003,1411186000.0,22344000.0,1868022000.0,1394912000.0,191635000.0,72781000.0,77634000.0,28684000.0,-20133000.0,-22853000.0,11496000.0,
0731.HK,C&D NEWIN,Paper & Paper Products,0.2,HKD,HKD,282920000.0,12-31,0.0,745389000.0,565946000.0,1172940000.0,179443000.0,1372077000.0,1392188000.0,106380000.0,-128798000.0,-48361000.0,80404000.0,-17862000.0,
0732.HK,TRULY INT'L,Electronic Components,0.95,HKD,HKD,2968464896.0,12-31,0.1,15878365000.0,6701287000.0,24749211000.0,9222312000.0,17840169000.0,16453936000.0,629572000.0,302085000.0,7726896000.0,-5746449000.0,-1713558000.0,
0733.HK,HOPEFLUENT,Real Estate Services,0.395,HKD,HKD,266289264.0,12-31,0.0,1771142000.0,230237000.0,2145066000.0,1603889000.0,1294513000.0,,,-530950000.0,17722000.0,-105611000.0,34265000.0,
0736.HK,CHINA PPT INV,Credit Services,0.099,HKD,HKD,26449534.0,03-31,0.0,600473000.0,101372000.0,713943000.0,512061000.0,66393000.0,6697000.0,63679000.0,-130815000.0,14077000.0,-34639000.0,1000.0,
0737.HK,BAY AREA DEV,Infrastructure Operations,1.76,HKD,CNY,5423774720.0,12-31,0.15,8783105000.0,4045654000.0,12413183000.0,4751214000.0,944777000.0,643957000.0,72287000.0,528483000.0,467854000.0,-696186000.0,234534000.0,
0738.HK,LE SAUNDA,Footwear & Accessories,0.26,HKD,CNY,183532688.0,02-29,0.0,613784000.0,20459000.0,744082000.0,613784000.0,401428000.0,150629000.0,287454000.0,-23542000.0,42259000.0,-59251000.0,36300000.0,
0743.HK,ASIA CEMENT CH,Building Materials,2.26,HKD,CNY,3541081088.0,12-31,0.0,18615851000.0,1869404000.0,20282899000.0,16842851000.0,7427010000.0,6356723000.0,676866000.0,106088000.0,1531770000.0,-973667000.0,-2814690000.0,
0745.HK,CN CULTURE GP,Advertising Agencies,0.169,HKD,HKD,15456756.0,03-31,0.0,16750000.0,,32039000.0,16750000.0,27883000.0,22444000.0,39479000.0,-43668000.0,-5638000.0,0.0,,
0746.HK,L & M CHEMICAL,Chemicals,3.55,HKD,HKD,2928750080.0,12-31,0.29,6584348000.0,653064000.0,7196443000.0,5935970000.0,3950833000.0,2786789000.0,575617000.0,482284000.0,1056109000.0,-265433000.0,-826468000.0,
0747.HK,SHENYANG PUBLIC,Real Estate - Development,0.044,HKD,CNY,64652720.0,12-31,0.0,439918000.0,7435000.0,632689000.0,432703000.0,1498000.0,85369000.0,14681000.0,-137159000.0,7873000.0,-12484000.0,1819000.0,
0750.HK,SFSY ENERGY,Solar,0.25,HKD,CNY,630270016.0,12-31,0.0,13284310000.0,9057866000.0,21638452000.0,4318158000.0,4360280000.0,3365404000.0,352142000.0,-22743000.0,185539000.0,1932201000.0,-728875000.0,
0751.HK,SKYWORTH GROUP,Consumer Electronics,2.87,HKD,CNY,6360148992.0,12-31,0.0,34543000000.0,16404000000.0,70008000000.0,18238000000.0,65013000000.0,56205000000.0,6843000000.0,568000000.0,-506000000.0,-263000000.0,17000000.0,
0752.HK,PICO FAR EAST,Advertising Agencies,1.75,HKD,HKD,2190002432.0,10-31,0.13,2758972000.0,593061000.0,5707137000.0,2291917000.0,6327002000.0,4384902000.0,1601122000.0,357568000.0,949339000.0,-365855000.0,-217993000.0,
0753.HK,AIR CHINA,Airlines,4.79,HKD,CNY,120909176832.0,12-31,0.0,148871512000.0,233564573000.0,345769412000.0,45147411000.0,166698880000.0,158188932000.0,8933475000.0,-237305000.0,34545707000.0,-10557878000.0,-17862552000.0,
0754.HK,HOPSON DEV HOLD,Real Estate - Development,3.01,HKD,HKD,11415544832.0,12-31,0.0,183042050000.0,88474290000.0,288694135000.0,95358213000.0,34291809000.0,24795337000.0,4195792000.0,2922321000.0,15831481000.0,-16901054000.0,-1497704000.0,
0755.HK,DEVGREAT,Real Estate - Development,0.68,HKD,HKD,121415360.0,12-31,0.0,2891132000.0,1825371000.0,4890860000.0,1122337000.0,380100000.0,122565000.0,310516000.0,89504000.0,117631000.0,-182708000.0,20689000.0,
0756.HK,SUMMI,Beverages - Non-Alcoholic,0.9,HKD,CNY,306502208.0,06-30,0.0,-470000.0,252614000.0,133255000.0,-252362000.0,80644000.0,59396000.0,34868000.0,-24545000.0,-20732000.0,24354000.0,-5282000.0,
0757.HK,SOLARGIGA,Solar,0.058,HKD,CNY,192778656.0,12-31,0.0,2608273000.0,1458429000.0,5668195000.0,1177024000.0,7192853000.0,6734850000.0,316282000.0,111906000.0,-1648349000.0,725119000.0,557423000.0,
0759.HK,CEC INT'L HOLD,Grocery Stores,0.102,HKD,HKD,67951480.0,04-30,0.0,517204000.0,252483000.0,886305000.0,490991000.0,1469606000.0,890218000.0,596890000.0,-29812000.0,160930000.0,-163013000.0,-12212000.0,
0760.HK,TALENT PPT GP,Real Estate - Development,0.133,HKD,CNY,68449384.0,12-31,0.0,1758717000.0,125280000.0,3148710000.0,1635461000.0,766732000.0,578018000.0,53195000.0,-33776000.0,244890000.0,-336800000.0,134289000.0,
0762.HK,CHINA UNICOM,Telecom Services,8.68,HKD,CNY,265590652928.0,12-31,0.0,353761000000.0,45544000000.0,661051000000.0,351474000000.0,372597000000.0,110274000000.0,236914000000.0,18726000000.0,102391000000.0,-24515000000.0,-85543000000.0,
0763.HK,ZTE,Communication Equipment,21.35,HKD,CNY,153350848512.0,12-31,0.617,124899348000.0,58656548000.0,207323230000.0,72808483000.0,121298752000.0,75311066000.0,35652269000.0,8424792000.0,11479844000.0,-5818375000.0,-28672419000.0,
0764.HK,ETERNITY INV,Conglomerates,0.049,HKD,HKD,187160896.0,12-31,0.0,2071435000.0,845303000.0,3074573000.0,1507246000.0,196694000.0,98792000.0,266460000.0,-275152000.0,83796000.0,-58304000.0,-41494000.0,
0765.HK,PERFECTECH INTL,Leisure,0.355,HKD,HKD,116058016.0,12-31,0.0,62397000.0,12153000.0,115893000.0,62397000.0,155905000.0,105707000.0,80695000.0,-30532000.0,-18951000.0,-4235000.0,-1365000.0,
0767.HK,ZHONG JI LS,Credit Services,0.4,HKD,HKD,218612000.0,12-31,0.0,412413000.0,20197000.0,509254000.0,403403000.0,64989000.0,8709000.0,75249000.0,2313000.0,15728000.0,6024000.0,382000.0,
0768.HK,UBA INVESTMENTS,Asset Management,0.029,HKD,HKD,36880172.0,03-31,0.0,82715000.0,,83050000.0,82715000.0,5153000.0,,,-7409000.0,1039000.0,,180000.0,
0769.HK,CHINA RAREEARTH,Other Industrial Metals & Mining,0.385,HKD,HKD,901939520.0,12-31,0.0,2064374000.0,1020000.0,2153703000.0,2064374000.0,686073000.0,837388000.0,55858000.0,-200545000.0,-169776000.0,-680000.0,35605000.0,
0771.HK,AUTOMATED SYS,Information Technology Services,0.74,HKD,HKD,616935808.0,12-31,0.03,2188575000.0,22417000.0,3110894000.0,2177316000.0,2360425000.0,2114468000.0,167293000.0,131319000.0,69273000.0,-80039000.0,-284989000.0,
0772.HK,CHINA LIT,Internet Content & Information,25.1,HKD,CNY,25689600000.0,12-31,0.0,19034945000.0,238103000.0,23188455000.0,19024945000.0,7011785000.0,3640322000.0,2766773000.0,804879000.0,1131486000.0,-510819000.0,-3385038000.0,
0775.HK,CKLIFE SCIENCES,Biotechnology,0.76,HKD,HKD,7304413696.0,12-31,0.0,8986446000.0,6099669000.0,10788568000.0,3511548000.0,5522674000.0,3830119000.0,1615091000.0,-126554000.0,353534000.0,-341975000.0,-96645000.0,
0776.HK,IMPERIUM TEC GP,"Furnishings, Fixtures & Appliances",1.8,HKD,HKD,671837376.0,12-31,0.0,48190000.0,305902000.0,100929000.0,-252577000.0,72557000.0,61916000.0,93191000.0,-127733000.0,-51427000.0,23647000.0,-5427000.0,
0777.HK,NETDRAGON,Electronic Gaming & Multimedia,9.57,HKD,CNY,5084186624.0,12-31,0.846,7542000000.0,1768000000.0,10382000000.0,5895000000.0,7101000000.0,2703000000.0,3363000000.0,550000000.0,1115000000.0,-1695000000.0,-915000000.0,
0780.HK,TONGCHENGTRAVEL,Travel Services,22.25,HKD,CNY,51814912000.0,12-31,0.169,20253748000.0,3012237000.0,31716609000.0,17702711000.0,11896244000.0,3158033000.0,6889152000.0,1554131000.0,4003442000.0,-592227000.0,-1762217000.0,
0784.HK,LING YUI,Engineering & Construction,0.06,HKD,HKD,48000000.0,03-31,0.0,99616000.0,30802000.0,140921000.0,77448000.0,194043000.0,165406000.0,27562000.0,655000.0,30909000.0,-12310000.0,-1382000.0,
0788.HK,CHINA TOWER,Telecom Services,10.94,HKD,CNY,192552747008.0,12-31,0.417,269590000000.0,92545000000.0,332834000000.0,199978000000.0,97772000000.0,5504000000.0,76296000000.0,10729000000.0,49468000000.0,-22845000000.0,-27979000000.0,
0789.HK,ARTINI HLDG,Luxury Goods,0.4,HKD,HKD,529588032.0,03-31,0.0,113130000.0,8987000.0,150209000.0,113130000.0,71180000.0,55320000.0,28683000.0,6825000.0,28920000.0,1511000.0,180000.0,
0794.HK,COME SURE GROUP,Paper & Paper Products,0.181,HKD,HKD,59926204.0,03-31,0.0,629939000.0,315404000.0,1097167000.0,515067000.0,764520000.0,632781000.0,135579000.0,-15839000.0,140633000.0,-81867000.0,-30453000.0,
0797.HK,7ROAD,Electronic Gaming & Multimedia,0.315,HKD,CNY,810895040.0,12-31,0.0,1982916000.0,367926000.0,2274373000.0,1751913000.0,627732000.0,244628000.0,285325000.0,-146461000.0,245401000.0,-82496000.0,-219797000.0,
0798.HK,CEOVU,Conglomerates,0.195,HKD,CNY,1435069312.0,12-31,0.0,15073620000.0,8098355000.0,23471968000.0,8065846000.0,5220556000.0,3663170000.0,439041000.0,506710000.0,406683000.0,-667149000.0,-104581000.0,
0799.HK,IGG,Electronic Gaming & Multimedia,3.37,HKD,HKD,3852145664.0,12-31,0.149,3121069000.0,83912000.0,4418656000.0,3121069000.0,5737114000.0,1126244000.0,3931520000.0,580676000.0,1120857000.0,-205328000.0,-122920000.0,
0802.HK,"0802.HK,0P0000J610,0",N/A,,HKD,HKD,92946080.0,N/A,0.0,349674000.0,17682000.0,381547000.0,331992000.0,70959000.0,45757000.0,51478000.0,-32118000.0,3189000.0,3000000.0,7000.0,
0804.HK,PINESTONE,Capital Markets,0.192,HKD,HKD,93557760.0,12-31,0.0,,622000.0,176014000.0,170038000.0,19521000.0,,,-24388000.0,-35692000.0,28936000.0,10000.0,
0805.HK,NEW GONOW RV,Recreational Vehicles,1.29,HKD,CNY,1238400000.0,12-31,0.0,56898000.0,103994000.0,398798000.0,25282000.0,720303000.0,539252000.0,85690000.0,79973000.0,119770000.0,-124801000.0,-2703000.0,
0806.HK,VALUE PARTNERS,Asset Management,1.35,HKD,HKD,2466058496.0,12-31,0.01,3618004000.0,97365000.0,3775213000.0,3552063000.0,466808000.0,441035000.0,139969000.0,31235000.0,-2094000.0,-937078000.0,459814000.0,
0807.HK,SIICENVIRONMENT,Utilities - Regulated Water,0.94,HKD,CNY,2421129728.0,12-31,0.059,32973949000.0,22390881000.0,44956498000.0,10635069000.0,7595654000.0,4977831000.0,737838000.0,605140000.0,565089000.0,1174476000.0,-1707236000.0,
0809.HK,GLOBAL BIO-CHEM,Packaged Foods,0.071,HKD,HKD,629262400.0,12-31,0.0,-1028586000.0,2652992000.0,4542182000.0,-3681165000.0,2001095000.0,1810123000.0,286901000.0,769598000.0,76044000.0,-76062000.0,-535000.0,
0810.HK,CH CASTSON 81,Asset Management,0.14,HKD,HKD,23758982.0,12-31,0.0,49901000.0,597000.0,52558000.0,49304000.0,13250000.0,,,-6311000.0,10936000.0,-562000.0,-25000.0,
0811.HK,XINHUA WINSHARE,Publishing,10.92,HKD,CNY,17686249472.0,12-31,0.6,13117247827.16,277229713.67,21787563374.32,13070948143.35,11868490425.19,7353177164.4,2986622894.2799997,1579146004.64,2353028211.32,-575819199.82,-460950815.99,
0812.HK,"0812.HK,0P00009T9I,0",N/A,,HKD,HKD,109854896.0,N/A,0.0,685345000.0,722422000.0,709717000.0,-37077000.0,31192000.0,25258000.0,14972000.0,-15943000.0,335820000.0,-110829000.0,0.0,
0813.HK,SHIMAO GROUP,Real Estate - Development,0.83,HKD,CNY,3143683072.0,12-31,0.0,278679165000.0,264060934000.0,543250395000.0,14715951000.0,59463712000.0,53615805000.0,7211162000.0,-21030181000.0,-5469481000.0,-2435687000.0,1049031000.0,
0814.HK,JINGKELONG,Specialty Retail,0.32,HKD,CNY,131910400.0,12-31,0.0,4936184653.0,4052601955.0,7132044691.0,1486219629.0,9467889370.0,7536296139.0,1790480518.0,-75675109.0,-374654105.0,492767653.0,-14938222.0,
0815.HK,CHI SILVER GP,Other Precious Metals & Mining,0.231,HKD,CNY,541032000.0,12-31,0.0,872671000.0,427391000.0,2023049000.0,451471000.0,5545080000.0,5435957000.0,101923000.0,14549000.0,-122323000.0,-8279000.0,66059000.0,
